id_producto,nombre,categoria,precio,stock
150,Producto_150,Hogar,139201,151
151,Producto_151,Hogar,320830,128
152,Producto_152,Tecnologia,97875,445
153,Producto_153,Deportes,248245,436
154,Producto_154,Deportes,362110,339
155,Producto_155,Vestuario,458114,371
156,Producto_156,Vestuario,84145,275
157,Producto_157,Tecnologia,250849,276
158,Producto_158,Vestuario,422506,190
159,Producto_159,Tecnologia,189519,309
160,Producto_160,Tecnologia,167743,286
161,Producto_161,Deportes,24717,79
162,Producto_162,Vestuario,441048,196
163,Producto_163,Tecnologia,342990,492
164,Producto_164,Tecnologia,327441,354
165,Producto_165,Deportes,247594,347
166,Producto_166,Tecnologia,240789,464
167,Producto_167,Hogar,173572,359
168,Producto_168,Deportes,267860,127
169,Producto_169,Tecnologia,241203,102
170,Producto_170,Vestuario,379507,93
171,Producto_171,Hogar,25521,176
172,Producto_172,Deportes,235383,318
173,Producto_173,Hogar,195787,240
174,Producto_174,Vestuario,208117,259
175,Producto_175,Vestuario,360937,356
176,Producto_176,Tecnologia,418782,373
177,Producto_177,Vestuario,39556,218
178,Producto_178,Tecnologia,297533,397
179,Producto_179,Deportes,153974,179
180,Producto_180,Hogar,179777,91
181,Producto_181,Hogar,485639,229
182,Producto_182,Vestuario,348961,407
183,Producto_183,Deportes,72607,354
184,Producto_184,Tecnologia,167310,336
185,Producto_185,Deportes,342375,455
186,Producto_186,Vestuario,431343,115
187,Producto_187,Tecnologia,343703,393
188,Producto_188,Deportes,271594,235
189,Producto_189,Tecnologia,195105,208
190,Producto_190,Hogar,117298,224
191,Producto_191,Deportes,105666,165
192,Producto_192,Hogar,86235,89
193,Producto_193,Vestuario,447723,453
194,Producto_194,Tecnologia,271175,444
195,Producto_195,Tecnologia,352041,222
196,Producto_196,Hogar,318129,242
197,Producto_197,Hogar,90064,142
198,Producto_198,Hogar,383107,274
199,Producto_199,Tecnologia,220408,236
200,Producto_200,Hogar,237888,362
201,Producto_201,Vestuario,399469,433
202,Producto_202,Deportes,127684,323
203,Producto_203,Hogar,167250,464
204,Producto_204,Deportes,478942,477
205,Producto_205,Hogar,197854,397
206,Producto_206,Deportes,247053,443
207,Producto_207,Vestuario,412961,245
208,Producto_208,Deportes,89965,468
209,Producto_209,Hogar,425090,359
210,Producto_210,Hogar,462704,178
211,Producto_211,Tecnologia,341162,296
212,Producto_212,Vestuario,295739,102
213,Producto_213,Tecnologia,154455,92
214,Producto_214,Hogar,148021,280
215,Producto_215,Hogar,440707,273
216,Producto_216,Tecnologia,482366,163
217,Producto_217,Deportes,468800,228
218,Producto_218,Tecnologia,222525,77
219,Producto_219,Deportes,268196,241
220,Producto_220,Hogar,207462,91
221,Producto_221,Vestuario,122722,64
222,Producto_222,Vestuario,493020,100
223,Producto_223,Vestuario,419911,124
224,Producto_224,Hogar,25081,196
225,Producto_225,Deportes,369942,475
226,Producto_226,Hogar,402851,411
227,Producto_227,Deportes,240196,365
228,Producto_228,Tecnologia,479930,90
229,Producto_229,Tecnologia,139177,160
230,Producto_230,Hogar,292731,422
231,Producto_231,Deportes,63293,447
232,Producto_232,Vestuario,129591,204
233,Producto_233,Tecnologia,30034,172
234,Producto_234,Deportes,339994,456
235,Producto_235,Deportes,37929,106
236,Producto_236,Deportes,317863,324
237,Producto_237,Tecnologia,336326,313
238,Producto_238,Hogar,381724,123
239,Producto_239,Vestuario,230044,50
240,Producto_240,Vestuario,131124,342
241,Producto_241,Deportes,103206,390
242,Producto_242,Tecnologia,279456,234
243,Producto_243,Tecnologia,280806,328
244,Producto_244,Tecnologia,209710,497
245,Producto_245,Deportes,27824,375
246,Producto_246,Deportes,200717,179
247,Producto_247,Tecnologia,192220,453
248,Producto_248,Tecnologia,185775,173
249,Producto_249,Tecnologia,409488,347
250,Producto_250,Vestuario,74945,72
251,Producto_251,Vestuario,291268,223
252,Producto_252,Hogar,440360,448
253,Producto_253,Deportes,369584,295
254,Producto_254,Hogar,430458,119
255,Producto_255,Tecnologia,380413,447
256,Producto_256,Deportes,24390,200
257,Producto_257,Hogar,27967,455
258,Producto_258,Hogar,469409,71
259,Producto_259,Vestuario,494355,208
260,Producto_260,Deportes,432507,328
261,Producto_261,Deportes,137809,68
262,Producto_262,Hogar,155004,232
263,Producto_263,Tecnologia,458927,385
264,Producto_264,Vestuario,148244,113
265,Producto_265,Vestuario,234088,254
266,Producto_266,Deportes,474047,247
267,Producto_267,Vestuario,102946,304
268,Producto_268,Deportes,197595,458
269,Producto_269,Vestuario,425032,92
270,Producto_270,Deportes,46380,270
271,Producto_271,Hogar,290985,200
272,Producto_272,Vestuario,58790,90
273,Producto_273,Vestuario,351512,201
274,Producto_274,Vestuario,238788,358
275,Producto_275,Deportes,92369,403
276,Producto_276,Deportes,189311,278
277,Producto_277,Tecnologia,386060,495
278,Producto_278,Vestuario,327359,272
279,Producto_279,Vestuario,340266,455
280,Producto_280,Tecnologia,44343,393
281,Producto_281,Deportes,195479,312
282,Producto_282,Hogar,21326,123
283,Producto_283,Deportes,23244,114
284,Producto_284,Tecnologia,128729,448
285,Producto_285,Vestuario,194871,246
286,Producto_286,Tecnologia,322243,128
287,Producto_287,Deportes,199492,240
288,Producto_288,Deportes,405076,89
289,Producto_289,Hogar,282589,237
290,Producto_290,Deportes,169828,382
291,Producto_291,Vestuario,135868,108
292,Producto_292,Tecnologia,390705,145
293,Producto_293,Deportes,276447,248
294,Producto_294,Tecnologia,142246,446
295,Producto_295,Vestuario,374118,278
296,Producto_296,Hogar,325799,196
297,Producto_297,Deportes,109951,112
298,Producto_298,Hogar,452126,87
299,Producto_299,Deportes,95521,415
300,Producto_300,Deportes,51027,464
301,Producto_301,Vestuario,355140,227
302,Producto_302,Tecnologia,293356,327
303,Producto_303,Vestuario,472314,203
304,Producto_304,Hogar,378192,413
305,Producto_305,Hogar,421125,235
306,Producto_306,Hogar,68628,152
307,Producto_307,Hogar,129117,454
308,Producto_308,Deportes,18780,234
309,Producto_309,Vestuario,250055,461
310,Producto_310,Hogar,325837,94
311,Producto_311,Tecnologia,167157,253
312,Producto_312,Deportes,280615,260
313,Producto_313,Deportes,436666,344
314,Producto_314,Tecnologia,70707,212
315,Producto_315,Tecnologia,240916,288
316,Producto_316,Vestuario,72284,499
317,Producto_317,Hogar,407538,116
318,Producto_318,Deportes,268645,494
319,Producto_319,Tecnologia,440888,113
320,Producto_320,Hogar,164448,134
321,Producto_321,Hogar,174167,413
322,Producto_322,Hogar,186415,315
323,Producto_323,Vestuario,448512,90
324,Producto_324,Vestuario,107918,375
325,Producto_325,Vestuario,70625,370
326,Producto_326,Vestuario,327137,323
327,Producto_327,Tecnologia,268493,378
328,Producto_328,Hogar,315278,347
329,Producto_329,Hogar,94758,387
330,Producto_330,Vestuario,446728,338
331,Producto_331,Tecnologia,437661,492
332,Producto_332,Tecnologia,47584,73
333,Producto_333,Vestuario,346379,157
334,Producto_334,Deportes,329066,377
335,Producto_335,Tecnologia,266115,371
336,Producto_336,Vestuario,341544,204
337,Producto_337,Deportes,133386,462
338,Producto_338,Deportes,160941,282
339,Producto_339,Tecnologia,366031,80
340,Producto_340,Hogar,235479,262
341,Producto_341,Deportes,248501,154
342,Producto_342,Vestuario,323064,123
343,Producto_343,Vestuario,456666,417
344,Producto_344,Vestuario,389932,490
345,Producto_345,Vestuario,214042,116
346,Producto_346,Vestuario,274997,337
347,Producto_347,Tecnologia,172308,173
348,Producto_348,Deportes,69236,186
349,Producto_349,Deportes,134980,122
350,Producto_350,Tecnologia,31531,198
351,Producto_351,Deportes,458070,365
352,Producto_352,Deportes,135165,493
353,Producto_353,Hogar,431496,217
354,Producto_354,Vestuario,104527,440
355,Producto_355,Hogar,266234,313
356,Producto_356,Deportes,266493,500
357,Producto_357,Vestuario,265765,61
358,Producto_358,Tecnologia,211172,308
359,Producto_359,Deportes,131211,160
360,Producto_360,Vestuario,30510,75
361,Producto_361,Vestuario,264467,355
362,Producto_362,Deportes,154814,324
363,Producto_363,Tecnologia,449162,105
364,Producto_364,Deportes,75220,185
365,Producto_365,Vestuario,405480,256
366,Producto_366,Vestuario,28720,255
367,Producto_367,Tecnologia,303991,337
368,Producto_368,Hogar,195066,333
369,Producto_369,Vestuario,43551,247
370,Producto_370,Deportes,405767,331
371,Producto_371,Vestuario,437700,369
372,Producto_372,Tecnologia,72456,99
373,Producto_373,Deportes,200663,456
374,Producto_374,Vestuario,297464,237
375,Producto_375,Hogar,109363,358
376,Producto_376,Deportes,267184,70
377,Producto_377,Tecnologia,25402,120
378,Producto_378,Vestuario,426509,292
379,Producto_379,Deportes,83087,360
380,Producto_380,Hogar,176948,363
381,Producto_381,Vestuario,90197,251
382,Producto_382,Vestuario,316282,222
383,Producto_383,Deportes,376583,338
384,Producto_384,Vestuario,253980,467
385,Producto_385,Tecnologia,198125,219
386,Producto_386,Tecnologia,223387,348
387,Producto_387,Vestuario,422728,421
388,Producto_388,Tecnologia,317952,292
389,Producto_389,Vestuario,348718,450
390,Producto_390,Hogar,383221,76
391,Producto_391,Deportes,94397,318
392,Producto_392,Deportes,82477,470
393,Producto_393,Hogar,21552,343
394,Producto_394,Tecnologia,105025,59
395,Producto_395,Deportes,169465,264
396,Producto_396,Hogar,221510,403
397,Producto_397,Hogar,220155,306
398,Producto_398,Deportes,462607,484
399,Producto_399,Tecnologia,375029,120
400,Producto_400,Hogar,299066,216
401,Producto_401,Deportes,280501,242
402,Producto_402,Vestuario,95797,285
403,Producto_403,Vestuario,291404,231
404,Producto_404,Vestuario,324855,297
405,Producto_405,Hogar,134247,192
406,Producto_406,Vestuario,122895,202
407,Producto_407,Vestuario,374571,156
408,Producto_408,Deportes,171220,295
409,Producto_409,Vestuario,298856,457
410,Producto_410,Vestuario,155884,112
411,Producto_411,Deportes,474636,252
412,Producto_412,Vestuario,410308,461
413,Producto_413,Hogar,157280,71
414,Producto_414,Vestuario,379415,90
415,Producto_415,Vestuario,489447,276
416,Producto_416,Vestuario,396820,295
417,Producto_417,Hogar,110941,473
418,Producto_418,Vestuario,494173,337
419,Producto_419,Vestuario,76970,105
420,Producto_420,Hogar,132117,75
421,Producto_421,Hogar,339466,169
422,Producto_422,Tecnologia,57532,261
423,Producto_423,Vestuario,381102,291
424,Producto_424,Tecnologia,362140,444
425,Producto_425,Hogar,7716,331
426,Producto_426,Hogar,218336,384
427,Producto_427,Deportes,255320,383
428,Producto_428,Hogar,401315,197
429,Producto_429,Vestuario,154639,380
430,Producto_430,Tecnologia,481020,443
431,Producto_431,Tecnologia,346992,343
432,Producto_432,Hogar,285573,428
433,Producto_433,Tecnologia,483795,139
434,Producto_434,Deportes,467550,478
435,Producto_435,Hogar,494644,68
436,Producto_436,Deportes,418118,303
437,Producto_437,Hogar,496052,433
438,Producto_438,Vestuario,464665,69
439,Producto_439,Tecnologia,161443,340
440,Producto_440,Tecnologia,491777,221
441,Producto_441,Vestuario,243209,378
442,Producto_442,Deportes,471228,118
443,Producto_443,Deportes,148045,148
444,Producto_444,Tecnologia,178373,133
445,Producto_445,Deportes,344888,181
446,Producto_446,Hogar,12384,427
447,Producto_447,Vestuario,419589,201
448,Producto_448,Hogar,97009,362
449,Producto_449,Deportes,438580,268
450,Producto_450,Vestuario,50475,255
451,Producto_451,Tecnologia,101878,121
452,Producto_452,Deportes,174660,177
453,Producto_453,Tecnologia,141726,246
454,Producto_454,Hogar,239218,435
455,Producto_455,Vestuario,177818,204
456,Producto_456,Tecnologia,142129,384
457,Producto_457,Vestuario,368210,170
458,Producto_458,Tecnologia,355112,110
459,Producto_459,Deportes,165854,131
460,Producto_460,Deportes,364700,307
461,Producto_461,Vestuario,366910,110
462,Producto_462,Vestuario,197698,364
463,Producto_463,Hogar,119886,118
464,Producto_464,Deportes,85313,282
465,Producto_465,Vestuario,223022,409
466,Producto_466,Deportes,402069,325
467,Producto_467,Hogar,404433,176
468,Producto_468,Tecnologia,280516,278
469,Producto_469,Vestuario,45948,338
470,Producto_470,Tecnologia,37379,474
471,Producto_471,Hogar,305260,324
472,Producto_472,Hogar,91264,217
473,Producto_473,Deportes,65943,398
474,Producto_474,Hogar,380871,348
475,Producto_475,Deportes,52679,311
476,Producto_476,Deportes,428987,78
477,Producto_477,Deportes,74176,312
478,Producto_478,Deportes,244493,338
479,Producto_479,Tecnologia,297970,286
480,Producto_480,Vestuario,384207,61
481,Producto_481,Deportes,138408,468
482,Producto_482,Tecnologia,396016,161
483,Producto_483,Tecnologia,28744,266
484,Producto_484,Vestuario,372203,82
485,Producto_485,Tecnologia,494990,85
486,Producto_486,Deportes,21638,196
487,Producto_487,Deportes,99362,443
488,Producto_488,Hogar,406514,378
489,Producto_489,Deportes,201325,245
490,Producto_490,Deportes,460931,243
491,Producto_491,Deportes,47074,399
492,Producto_492,Hogar,347640,490
493,Producto_493,Vestuario,67197,141
494,Producto_494,Deportes,282265,115
495,Producto_495,Hogar,442686,51
496,Producto_496,Tecnologia,161428,287
497,Producto_497,Deportes,283886,244
498,Producto_498,Hogar,134767,285
499,Producto_499,Vestuario,86328,191
500,Producto_500,Hogar,496473,498
