id_venta,id_pedido,id_producto,cantidad,precio_unitario,total_venta
252,537,14,7,484224,3389568
253,107,392,2,82477,164954
254,160,135,10,376981,3769810
255,317,44,7,104514,731598
256,756,118,4,400807,1603228
257,642,146,8,283189,2265512
258,540,65,3,241981,725943
259,30,430,3,481020,1443060
260,882,18,6,455961,2735766
261,885,469,6,45948,275688
262,892,244,8,209710,1677680
263,562,277,5,386060,1930300
264,715,228,3,479930,1439790
265,606,277,3,386060,1158180
266,647,306,8,68628,549024
267,446,384,10,253980,2539800
268,318,269,9,425032,3825288
269,494,466,6,402069,2412414
270,825,277,4,386060,1544240
271,316,46,8,341437,2731496
272,267,188,7,271594,1901158
273,11,80,5,214049,1070245
274,835,1,9,441647,3974823
275,353,389,3,348718,1046154
276,548,147,8,479964,3839712
277,774,5,8,334382,2675056
278,10,245,5,27824,139120
279,818,393,7,21552,150864
280,237,150,10,139201,1392010
281,562,408,1,171220,171220
282,422,192,4,86235,344940
283,448,452,9,174660,1571940
284,168,203,4,167250,669000
285,849,367,7,303991,2127937
286,270,194,4,271175,1084700
287,641,41,7,453502,3174514
288,783,123,9,319218,2872962
289,827,410,10,155884,1558840
290,292,356,5,266493,1332465
291,829,333,9,346379,3117411
292,193,138,7,425123,2975861
293,187,437,2,496052,992104
294,114,70,5,262042,1310210
295,633,327,8,268493,2147944
296,718,232,5,129591,647955
297,193,319,8,440888,3527104
298,156,165,1,247594,247594
299,23,26,9,484857,4363713
300,289,96,2,188560,377120
301,733,138,3,425123,1275369
302,239,225,1,369942,369942
303,16,47,3,31517,94551
304,351,253,4,369584,1478336
305,805,216,5,482366,2411830
306,381,410,8,155884,1247072
307,339,238,1,381724,381724
308,58,42,3,364493,1093479
309,74,137,7,15934,111538
310,186,279,8,340266,2722128
311,837,99,5,448104,2240520
312,125,196,1,318129,318129
313,395,499,4,86328,345312
314,254,395,8,169465,1355720
315,204,378,1,426509,426509
316,534,236,2,317863,635726
317,485,341,4,248501,994004
318,331,200,5,237888,1189440
319,763,82,1,353708,353708
320,534,480,9,384207,3457863
321,493,63,5,254690,1273450
322,204,327,5,268493,1342465
323,885,185,1,342375,342375
324,116,342,4,323064,1292256
325,333,121,7,281265,1968855
326,814,8,3,388967,1166901
327,123,142,10,279707,2797070
328,10,203,4,167250,669000
329,596,497,1,283886,283886
330,705,402,8,95797,766376
331,381,306,3,68628,205884
332,255,395,2,169465,338930
333,94,81,8,168865,1350920
334,347,352,10,135165,1351650
335,62,477,1,74176,74176
336,719,183,3,72607,217821
337,129,275,2,92369,184738
338,325,250,4,74945,299780
339,825,286,6,322243,1933458
340,751,457,8,368210,2945680
341,706,99,1,448104,448104
342,742,194,6,271175,1627050
343,41,69,5,228490,1142450
344,573,249,8,409488,3275904
345,714,151,9,320830,2887470
346,581,251,4,291268,1165072
347,357,96,9,188560,1697040
348,282,166,8,240789,1926312
349,882,445,10,344888,3448880
350,71,284,3,128729,386187
351,461,272,3,58790,176370
352,555,152,5,97875,489375
353,1,188,8,271594,2172752
354,389,398,9,462607,4163463
355,20,376,3,267184,801552
356,795,318,6,268645,1611870
357,329,318,4,268645,1074580
358,675,370,2,405767,811534
359,839,496,9,161428,1452852
360,537,199,4,220408,881632
361,785,350,8,31531,252248
362,628,283,3,23244,69732
363,420,145,6,45044,270264
364,114,329,6,94758,568548
365,675,50,9,312433,2811897
366,856,35,1,312935,312935
367,183,481,3,138408,415224
368,207,448,1,97009,97009
369,197,55,8,423651,3389208
370,585,51,1,177259,177259
371,674,329,7,94758,663306
372,639,251,9,291268,2621412
373,263,360,10,30510,305100
374,227,26,6,484857,2909142
375,14,311,2,167157,334314
376,672,477,4,74176,296704
377,480,252,2,440360,880720
378,370,411,1,474636,474636
379,842,286,7,322243,2255701
380,844,189,1,195105,195105
381,542,316,5,72284,361420
382,855,21,2,12297,24594
383,222,156,2,84145,168290
384,100,492,9,347640,3128760
385,545,52,4,418476,1673904
386,198,198,4,383107,1532428
387,584,270,4,46380,185520
388,572,321,3,174167,522501
389,426,384,9,253980,2285820
390,785,383,2,376583,753166
391,367,327,10,268493,2684930
392,720,346,8,274997,2199976
393,107,341,7,248501,1739507
394,564,86,3,395379,1186137
395,346,206,9,247053,2223477
396,547,337,3,133386,400158
397,361,308,8,18780,150240
398,564,463,6,119886,719316
399,423,167,6,173572,1041432
400,846,392,7,82477,577339
401,624,372,6,72456,434736
402,559,124,10,112176,1121760
403,785,110,7,168387,1178709
404,369,282,5,21326,106630
405,459,493,8,67197,537576
406,1,492,7,347640,2433480
407,292,372,1,72456,72456
408,531,306,1,68628,68628
409,7,70,5,262042,1310210
410,220,154,4,362110,1448440
411,23,439,6,161443,968658
412,567,396,5,221510,1107550
413,585,262,9,155004,1395036
414,159,475,10,52679,526790
415,472,49,1,40971,40971
416,142,183,3,72607,217821
417,597,136,6,156789,940734
418,263,128,4,97114,388456
419,95,416,5,396820,1984100
420,583,293,7,276447,1935129
421,752,470,4,37379,149516
422,812,40,6,237460,1424760
423,500,248,3,185775,557325
424,840,423,10,381102,3811020
425,610,465,2,223022,446044
426,39,329,5,94758,473790
427,391,375,10,109363,1093630
428,790,41,1,453502,453502
429,837,172,6,235383,1412298
430,889,223,7,419911,2939377
431,766,62,4,280820,1123280
432,12,335,10,266115,2661150
433,56,325,7,70625,494375
434,43,157,9,250849,2257641
435,579,164,9,327441,2946969
436,515,77,6,452108,2712648
437,157,358,4,211172,844688
438,457,26,7,484857,3393999
439,590,386,10,223387,2233870
440,228,259,2,494355,988710
441,806,222,5,493020,2465100
442,136,202,3,127684,383052
443,488,173,2,195787,391574
444,562,293,1,276447,276447
445,88,205,5,197854,989270
446,445,205,9,197854,1780686
447,781,397,3,220155,660465
448,573,70,8,262042,2096336
449,405,102,8,373416,2987328
450,201,334,10,329066,3290660
451,754,288,10,405076,4050760
452,249,269,4,425032,1700128
453,796,37,5,442095,2210475
454,702,221,6,122722,736332
455,92,474,10,380871,3808710
456,434,58,7,419179,2934253
457,196,188,6,271594,1629564
458,609,165,6,247594,1485564
459,789,336,1,341544,341544
460,359,157,3,250849,752547
461,639,316,8,72284,578272
462,46,75,8,242877,1943016
463,205,474,4,380871,1523484
464,160,351,6,458070,2748420
465,116,388,2,317952,635904
466,249,379,1,83087,83087
467,152,486,10,21638,216380
468,15,445,5,344888,1724440
469,313,176,2,418782,837564
470,24,231,8,63293,506344
471,758,170,4,379507,1518028
472,209,276,4,189311,757244
473,769,280,9,44343,399087
474,495,133,9,487954,4391586
475,712,319,3,440888,1322664
476,386,358,1,211172,211172
477,45,299,9,95521,859689
478,62,131,3,42788,128364
479,809,146,4,283189,1132756
480,278,357,10,265765,2657650
481,671,28,8,481781,3854248
482,69,484,1,372203,372203
483,679,199,5,220408,1102040
484,886,437,6,496052,2976312
485,300,56,1,351584,351584
486,237,445,7,344888,2414216
487,727,195,9,352041,3168369
488,497,51,6,177259,1063554
489,545,444,10,178373,1783730
490,204,46,3,341437,1024311
491,575,257,8,27967,223736
492,41,475,1,52679,52679
493,313,127,9,9052,81468
494,403,171,8,25521,204168
495,19,382,3,316282,948846
496,364,178,6,297533,1785198
497,242,321,5,174167,870835
498,832,257,5,27967,139835
499,900,32,5,55956,279780
500,569,199,1,220408,220408
501,231,486,5,21638,108190
502,403,78,6,230480,1382880
503,90,337,3,133386,400158
504,534,374,7,297464,2082248
505,894,492,10,347640,3476400
506,428,321,4,174167,696668
507,157,124,10,112176,1121760
508,620,219,5,268196,1340980
509,556,169,8,241203,1929624
510,669,68,4,36890,147560
511,555,71,10,43530,435300
512,884,351,4,458070,1832280
513,706,71,5,43530,217650
514,139,362,9,154814,1393326
515,672,221,3,122722,368166
516,162,478,10,244493,2444930
517,571,163,2,342990,685980
518,189,273,2,351512,703024
519,745,163,3,342990,1028970
520,424,16,6,426649,2559894
521,311,493,7,67197,470379
522,156,227,5,240196,1200980
523,110,399,4,375029,1500116
524,27,68,3,36890,110670
525,632,391,10,94397,943970
526,581,137,10,15934,159340
527,611,314,4,70707,282828
528,704,119,4,185969,743876
529,82,14,6,484224,2905344
530,138,353,8,431496,3451968
531,481,258,10,469409,4694090
532,189,365,6,405480,2432880
533,504,437,7,496052,3472364
534,168,243,3,280806,842418
535,34,99,4,448104,1792416
536,277,210,1,462704,462704
537,228,487,7,99362,695534
538,776,381,4,90197,360788
539,182,105,2,301915,603830
540,888,475,8,52679,421432
541,705,316,8,72284,578272
542,253,167,8,173572,1388576
543,795,219,7,268196,1877372
544,753,22,10,243438,2434380
545,738,423,7,381102,2667714
546,627,161,7,24717,173019
547,609,481,10,138408,1384080
548,657,275,9,92369,831321
549,534,449,1,438580,438580
550,468,56,8,351584,2812672
551,899,424,1,362140,362140
552,551,126,9,156753,1410777
553,572,203,1,167250,167250
554,784,199,9,220408,1983672
555,195,323,1,448512,448512
556,408,150,8,139201,1113608
557,793,453,5,141726,708630
558,473,424,5,362140,1810700
559,302,86,7,395379,2767653
560,707,314,1,70707,70707
561,475,265,3,234088,702264
562,93,425,8,7716,61728
563,116,370,9,405767,3651903
564,713,93,10,189363,1893630
565,403,280,3,44343,133029
566,462,212,6,295739,1774434
567,465,13,3,440406,1321218
568,466,303,4,472314,1889256
569,332,47,5,31517,157585
570,736,355,3,266234,798702
571,94,376,2,267184,534368
572,650,59,8,313728,2509824
573,537,186,2,431343,862686
574,745,363,7,449162,3144134
575,627,406,9,122895,1106055
576,388,487,3,99362,298086
577,45,282,7,21326,149282
578,344,394,3,105025,315075
579,167,290,3,169828,509484
580,184,445,3,344888,1034664
581,430,394,1,105025,105025
582,748,158,5,422506,2112530
583,296,394,8,105025,840200
584,121,321,3,174167,522501
585,208,461,3,366910,1100730
586,784,2,10,323276,3232760
587,470,130,1,267281,267281
588,557,255,8,380413,3043304
589,623,414,1,379415,379415
590,244,452,8,174660,1397280
591,676,112,10,468125,4681250
592,420,244,8,209710,1677680
593,616,227,2,240196,480392
594,251,308,1,18780,18780
595,285,452,9,174660,1571940
596,840,318,9,268645,2417805
597,51,423,4,381102,1524408
598,57,95,3,122568,367704
599,38,335,6,266115,1596690
600,684,75,1,242877,242877
601,306,296,10,325799,3257990
602,51,170,2,379507,759014
603,183,56,7,351584,2461088
604,626,83,5,85026,425130
605,587,339,10,366031,3660310
606,182,404,9,324855,2923695
607,768,495,8,442686,3541488
608,37,297,6,109951,659706
609,331,48,5,132700,663500
610,840,189,7,195105,1365735
611,864,35,7,312935,2190545
612,300,282,2,21326,42652
613,125,242,3,279456,838368
614,338,356,5,266493,1332465
615,538,270,7,46380,324660
616,627,108,4,202234,808936
617,586,30,2,78283,156566
618,90,374,9,297464,2677176
619,808,248,10,185775,1857750
620,438,362,5,154814,774070
621,266,312,6,280615,1683690
622,639,270,10,46380,463800
623,630,182,3,348961,1046883
624,533,289,8,282589,2260712
625,505,374,8,297464,2379712
626,625,414,3,379415,1138245
627,199,120,5,153502,767510
628,25,1,2,441647,883294
629,756,239,2,230044,460088
630,819,435,4,494644,1978576
631,424,316,7,72284,505988
632,359,24,6,61804,370824
633,12,287,4,199492,797968
634,707,328,4,315278,1261112
635,810,145,5,45044,225220
636,308,35,5,312935,1564675
637,332,260,9,432507,3892563
638,117,393,1,21552,21552
639,350,352,6,135165,810990
640,631,203,10,167250,1672500
641,853,492,1,347640,347640
642,339,90,4,190387,761548
643,689,427,6,255320,1531920
644,817,246,8,200717,1605736
645,494,19,3,448413,1345239
646,886,80,8,214049,1712392
647,474,275,6,92369,554214
648,761,402,7,95797,670579
649,307,29,9,345388,3108492
650,569,290,6,169828,1018968
651,214,275,1,92369,92369
652,819,296,6,325799,1954794
653,68,470,6,37379,224274
654,288,497,3,283886,851658
655,348,431,1,346992,346992
656,863,193,9,447723,4029507
657,621,85,10,53879,538790
658,610,200,3,237888,713664
659,723,60,5,96355,481775
660,727,440,6,491777,2950662
661,424,17,5,44478,222390
662,899,45,8,53063,424504
663,463,122,6,28811,172866
664,222,425,5,7716,38580
665,180,269,5,425032,2125160
666,804,58,6,419179,2515074
667,95,20,4,52344,209376
668,26,228,9,479930,4319370
669,513,410,8,155884,1247072
670,349,79,4,221957,887828
671,751,473,8,65943,527544
672,318,448,9,97009,873081
673,147,398,6,462607,2775642
674,842,394,2,105025,210050
675,693,481,9,138408,1245672
676,742,68,4,36890,147560
677,397,19,8,448413,3587304
678,119,366,9,28720,258480
679,46,3,5,119821,599105
680,893,352,10,135165,1351650
681,479,45,6,53063,318378
682,106,456,1,142129,142129
683,24,267,5,102946,514730
684,655,296,5,325799,1628995
685,329,457,4,368210,1472840
686,294,103,4,488151,1952604
687,327,142,9,279707,2517363
688,688,396,8,221510,1772080
689,153,61,5,71457,357285
690,118,81,5,168865,844325
691,574,8,10,388967,3889670
692,212,264,2,148244,296488
693,563,278,6,327359,1964154
694,145,164,5,327441,1637205
695,588,483,5,28744,143720
696,73,126,3,156753,470259
697,347,160,10,167743,1677430
698,52,277,8,386060,3088480
699,483,67,1,245146,245146
700,109,463,1,119886,119886
701,89,197,1,90064,90064
702,184,219,7,268196,1877372
703,607,361,10,264467,2644670
704,632,323,8,448512,3588096
705,341,183,5,72607,363035
706,731,419,4,76970,307880
707,81,389,9,348718,3138462
708,582,499,8,86328,690624
709,833,68,2,36890,73780
710,100,411,8,474636,3797088
711,701,234,5,339994,1699970
712,482,330,8,446728,3573824
713,148,119,4,185969,743876
714,265,441,10,243209,2432090
715,402,468,6,280516,1683096
716,808,94,6,86123,516738
717,465,441,6,243209,1459254
718,67,250,1,74945,74945
719,360,244,2,209710,419420
720,867,246,8,200717,1605736
721,787,88,5,312476,1562380
722,589,179,10,153974,1539740
723,106,66,9,327493,2947437
724,334,208,2,89965,179930
725,812,285,2,194871,389742
726,473,155,9,458114,4123026
727,424,206,10,247053,2470530
728,250,123,10,319218,3192180
729,494,281,3,195479,586437
730,349,197,2,90064,180128
731,442,107,10,53107,531070
732,581,402,7,95797,670579
733,558,404,6,324855,1949130
734,178,356,4,266493,1065972
735,758,340,2,235479,470958
736,857,477,10,74176,741760
737,607,250,2,74945,149890
738,334,306,8,68628,549024
739,842,285,2,194871,389742
740,316,228,3,479930,1439790
741,72,490,7,460931,3226517
742,702,307,2,129117,258234
743,790,417,10,110941,1109410
744,336,420,7,132117,924819
745,93,254,1,430458,430458
746,595,112,3,468125,1404375
747,776,463,1,119886,119886
748,464,76,3,56998,170994
749,400,273,5,351512,1757560
750,458,316,10,72284,722840
751,698,101,4,20179,80716
752,307,450,6,50475,302850
753,446,292,5,390705,1953525
754,92,368,6,195066,1170396
755,627,299,1,95521,95521
756,868,262,7,155004,1085028
757,64,66,5,327493,1637465
758,55,190,9,117298,1055682
759,841,1,9,441647,3974823
760,882,184,2,167310,334620
761,241,145,1,45044,45044
762,404,222,10,493020,4930200
763,729,321,6,174167,1045002
764,391,196,7,318129,2226903
765,217,223,9,419911,3779199
766,487,340,3,235479,706437
767,569,72,4,323923,1295692
768,861,197,6,90064,540384
769,296,214,3,148021,444063
770,138,447,3,419589,1258767
771,664,6,2,166969,333938
772,739,9,3,481906,1445718
773,674,454,8,239218,1913744
774,87,224,3,25081,75243
775,881,71,7,43530,304710
776,436,234,10,339994,3399940
777,466,320,3,164448,493344
778,566,261,7,137809,964663
779,394,420,8,132117,1056936
780,191,182,4,348961,1395844
781,8,218,10,222525,2225250
782,868,296,8,325799,2606392
783,730,375,4,109363,437452
784,421,257,5,27967,139835
785,591,475,9,52679,474111
786,39,188,1,271594,271594
787,722,291,8,135868,1086944
788,595,189,2,195105,390210
789,146,247,2,192220,384440
790,880,374,9,297464,2677176
791,477,385,5,198125,990625
792,536,265,2,234088,468176
793,91,456,10,142129,1421290
794,646,126,8,156753,1254024
795,701,380,2,176948,353896
796,818,325,9,70625,635625
797,628,297,5,109951,549755
798,548,28,6,481781,2890686
799,481,399,1,375029,375029
800,481,233,9,30034,270306
801,432,294,6,142246,853476
802,297,181,5,485639,2428195
803,712,86,1,395379,395379
804,768,473,10,65943,659430
805,267,156,10,84145,841450
806,593,32,8,55956,447648
807,53,87,10,430600,4306000
808,829,337,5,133386,666930
809,28,378,10,426509,4265090
810,85,147,8,479964,3839712
811,79,65,9,241981,2177829
812,259,436,5,418118,2090590
813,288,68,10,36890,368900
814,15,141,5,132567,662835
815,619,380,2,176948,353896
816,757,90,10,190387,1903870
817,379,78,8,230480,1843840
818,268,414,3,379415,1138245
819,497,401,4,280501,1122004
820,883,93,9,189363,1704267
821,87,17,6,44478,266868
822,610,496,3,161428,484284
823,858,479,3,297970,893910
824,789,254,7,430458,3013206
825,677,197,4,90064,360256
826,216,226,3,402851,1208553
827,56,296,6,325799,1954794
828,774,329,5,94758,473790
829,54,420,2,132117,264234
830,409,86,8,395379,3163032
831,488,244,5,209710,1048550
832,240,383,9,376583,3389247
833,486,195,7,352041,2464287
834,544,135,3,376981,1130943
835,13,446,7,12384,86688
836,392,148,8,189077,1512616
837,543,348,6,69236,415416
838,100,350,1,31531,31531
839,653,470,9,37379,336411
840,626,182,7,348961,2442727
841,344,471,5,305260,1526300
842,822,139,5,441221,2206105
843,671,51,5,177259,886295
844,473,300,7,51027,357189
845,752,396,4,221510,886040
846,789,345,10,214042,2140420
847,346,100,9,324288,2918592
848,321,347,3,172308,516924
849,689,281,1,195479,195479
850,13,5,2,334382,668764
851,538,211,2,341162,682324
852,360,54,8,73153,585224
853,258,113,5,87528,437640
854,25,99,1,448104,448104
855,59,318,2,268645,537290
856,673,481,10,138408,1384080
857,614,458,4,355112,1420448
858,726,327,2,268493,536986
859,89,491,2,47074,94148
860,134,439,10,161443,1614430
861,823,193,10,447723,4477230
862,114,496,3,161428,484284
863,260,357,3,265765,797295
864,677,151,8,320830,2566640
865,655,480,2,384207,768414
866,788,233,5,30034,150170
867,264,219,6,268196,1609176
868,284,83,2,85026,170052
869,392,398,1,462607,462607
870,62,199,6,220408,1322448
871,183,133,5,487954,2439770
872,504,226,2,402851,805702
873,625,476,4,428987,1715948
874,661,202,3,127684,383052
875,148,252,2,440360,880720
876,224,277,7,386060,2702420
877,453,315,2,240916,481832
878,106,367,5,303991,1519955
879,73,18,2,455961,911922
880,796,293,5,276447,1382235
881,510,229,1,139177,139177
882,39,77,1,452108,452108
883,273,341,7,248501,1739507
884,401,78,6,230480,1382880
885,528,295,1,374118,374118
886,490,363,8,449162,3593296
887,865,224,7,25081,175567
888,554,373,2,200663,401326
889,394,116,1,259626,259626
890,125,489,8,201325,1610600
891,368,291,9,135868,1222812
892,411,171,5,25521,127605
893,375,29,2,345388,690776
894,83,274,6,238788,1432728
895,779,431,8,346992,2775936
896,664,393,5,21552,107760
897,568,104,3,8201,24603
898,677,21,7,12297,86079
899,713,98,5,305993,1529965
900,646,200,2,237888,475776
901,499,353,6,431496,2588976
902,753,44,8,104514,836112
903,37,98,3,305993,917979
904,738,99,1,448104,448104
905,501,304,4,378192,1512768
906,812,200,2,237888,475776
907,512,277,5,386060,1930300
908,17,274,8,238788,1910304
909,58,19,6,448413,2690478
910,416,173,1,195787,195787
911,827,61,4,71457,285828
912,470,335,9,266115,2395035
913,153,482,9,396016,3564144
914,239,380,10,176948,1769480
915,38,474,2,380871,761742
916,501,377,3,25402,76206
917,483,335,1,266115,266115
918,47,465,10,223022,2230220
919,15,125,3,407312,1221936
920,315,89,1,356279,356279
921,468,421,2,339466,678932
922,856,313,3,436666,1309998
923,838,303,2,472314,944628
924,117,419,2,76970,153940
925,819,255,10,380413,3804130
926,65,316,4,72284,289136
927,437,412,4,410308,1641232
928,333,173,7,195787,1370509
929,559,62,10,280820,2808200
930,857,71,6,43530,261180
931,783,494,4,282265,1129060
932,178,24,10,61804,618040
933,124,172,2,235383,470766
934,776,141,3,132567,397701
935,714,213,3,154455,463365
936,169,190,9,117298,1055682
937,596,225,4,369942,1479768
938,103,21,3,12297,36891
939,386,406,10,122895,1228950
940,17,399,3,375029,1125087
941,83,451,8,101878,815024
942,184,4,1,330525,330525
943,724,475,2,52679,105358
944,291,334,10,329066,3290660
945,709,214,8,148021,1184168
946,147,65,4,241981,967924
947,536,328,5,315278,1576390
948,245,231,7,63293,443051
949,626,481,3,138408,415224
950,611,355,1,266234,266234
951,627,93,8,189363,1514904
952,643,487,2,99362,198724
953,357,424,5,362140,1810700
954,572,215,1,440707,440707
955,121,121,4,281265,1125060
956,634,272,2,58790,117580
957,520,186,9,431343,3882087
958,789,113,8,87528,700224
959,284,321,4,174167,696668
960,116,28,4,481781,1927124
961,702,408,3,171220,513660
