id_pedido,id_cliente,estado,fecha_pedido
323,560,Completado,2024-01-26
324,483,Completado,2023-01-09
325,602,Completado,2023-01-08
326,269,Completado,2023-01-21
327,62,Cancelado,2023-09-17
328,294,Cancelado,2023-08-05
329,719,Cancelado,2023-02-12
330,656,Completado,2023-05-23
331,86,Cancelado,2023-02-10
332,524,Completado,2024-05-13
333,828,Completado,2023-10-02
334,335,Cancelado,2023-10-28
335,650,Completado,2023-06-08
336,716,Cancelado,2024-01-09
337,867,Completado,2023-01-30
338,251,Completado,2024-04-18
339,445,Completado,2023-08-21
340,627,Completado,2023-06-08
341,683,Completado,2023-03-03
342,13,Completado,2023-12-26
343,12,Completado,2023-09-12
344,356,Cancelado,2023-03-27
345,381,Completado,2024-01-19
346,800,Cancelado,2024-01-11
347,121,Completado,2023-06-21
348,827,Cancelado,2023-05-20
349,537,Completado,2023-05-15
350,730,Completado,2023-09-12
351,467,Cancelado,2023-01-29
352,512,Completado,2023-07-08
353,162,Cancelado,2024-01-31
354,106,Completado,2023-04-27
355,759,Completado,2023-01-23
356,880,Completado,2023-05-06
357,48,Cancelado,2023-07-06
358,393,Completado,2023-04-02
359,879,Completado,2023-10-11
360,823,Cancelado,2023-04-25
361,330,Completado,2023-08-02
362,738,Cancelado,2023-05-19
363,846,Completado,2023-10-20
364,382,Completado,2023-09-15
365,690,Completado,2023-04-02
366,229,Completado,2024-05-03
367,411,Completado,2024-03-25
368,477,Cancelado,2024-02-01
369,866,Cancelado,2023-06-17
370,89,Cancelado,2023-01-05
371,378,Completado,2023-05-30
372,578,Cancelado,2024-01-14
373,638,Completado,2023-08-26
374,378,Cancelado,2024-01-31
375,795,Completado,2024-01-11
376,560,Completado,2023-03-19
377,7,Cancelado,2023-01-13
378,239,Cancelado,2023-11-22
379,860,Completado,2024-05-01
380,344,Completado,2024-01-24
381,674,Cancelado,2024-03-10
382,756,Cancelado,2023-02-23
383,211,Completado,2023-08-03
384,504,Completado,2024-05-12
385,146,Cancelado,2023-02-17
386,45,Completado,2024-04-04
387,866,Cancelado,2023-12-25
388,382,Cancelado,2024-05-13
389,766,Completado,2023-10-25
390,98,Completado,2023-11-23
391,840,Cancelado,2023-02-08
392,607,Completado,2023-08-11
393,679,Completado,2023-05-02
394,299,Cancelado,2024-03-11
395,323,Cancelado,2023-12-25
396,852,Cancelado,2023-06-12
397,464,Cancelado,2023-04-30
398,77,Completado,2023-03-11
399,799,Completado,2023-03-21
400,109,Completado,2023-08-19
401,478,Cancelado,2023-07-28
402,124,Cancelado,2024-05-08
403,789,Completado,2023-08-20
404,316,Cancelado,2023-05-16
405,873,Completado,2023-02-16
406,162,Cancelado,2024-02-28
407,722,Completado,2023-04-21
408,856,Cancelado,2023-03-17
409,94,Completado,2024-05-10
410,365,Cancelado,2023-09-20
411,51,Cancelado,2023-05-14
412,840,Completado,2023-01-16
413,415,Cancelado,2023-10-12
414,767,Completado,2023-02-18
415,474,Completado,2024-02-16
416,813,Completado,2023-03-04
417,13,Completado,2024-03-01
418,800,Completado,2023-03-08
419,203,Cancelado,2023-07-10
420,703,Completado,2023-10-26
421,601,Cancelado,2024-04-14
422,833,Completado,2023-01-12
423,67,Completado,2024-04-07
424,662,Cancelado,2024-02-19
425,132,Completado,2024-04-08
426,868,Cancelado,2023-03-04
427,44,Cancelado,2023-01-26
428,173,Cancelado,2024-02-25
429,742,Cancelado,2023-09-12
430,31,Cancelado,2023-12-16
431,437,Completado,2023-07-01
432,220,Completado,2023-05-21
433,287,Cancelado,2024-03-28
434,153,Completado,2023-11-11
435,635,Completado,2023-11-28
436,303,Cancelado,2023-07-30
437,564,Cancelado,2023-02-01
438,90,Cancelado,2023-07-16
439,141,Cancelado,2023-04-13
440,659,Completado,2023-11-19
441,822,Completado,2023-07-15
442,801,Cancelado,2023-09-03
443,558,Cancelado,2023-06-26
444,580,Cancelado,2023-07-18
445,277,Completado,2023-01-14
446,327,Completado,2023-01-16
447,831,Cancelado,2023-01-30
448,829,Cancelado,2023-09-29
449,367,Completado,2024-05-13
450,164,Completado,2023-05-07
451,673,Completado,2023-05-17
452,547,Completado,2024-01-27
453,225,Cancelado,2023-07-01
454,860,Completado,2023-04-01
455,243,Cancelado,2024-02-17
456,756,Cancelado,2024-04-12
457,606,Completado,2023-12-27
458,718,Cancelado,2024-04-30
459,582,Completado,2023-10-16
460,193,Cancelado,2023-10-05
461,317,Completado,2023-09-09
462,39,Completado,2023-01-29
463,239,Completado,2023-01-11
464,540,Cancelado,2023-01-01
465,340,Completado,2024-02-17
466,134,Cancelado,2024-01-03
467,182,Cancelado,2023-01-31
468,23,Completado,2023-10-28
469,722,Completado,2024-02-01
470,114,Cancelado,2024-05-06
471,75,Cancelado,2023-12-27
472,679,Cancelado,2023-10-28
473,104,Cancelado,2023-06-04
474,331,Completado,2024-05-14
475,162,Cancelado,2024-02-10
476,655,Cancelado,2023-11-29
477,325,Completado,2023-12-29
478,576,Cancelado,2023-04-25
479,682,Completado,2023-07-13
480,315,Cancelado,2023-03-07
481,182,Completado,2024-04-30
482,719,Cancelado,2024-03-11
483,790,Completado,2023-04-04
484,617,Cancelado,2024-04-16
485,829,Completado,2023-11-24
486,580,Completado,2024-04-24
487,509,Completado,2023-06-19
488,764,Completado,2023-05-02
489,356,Cancelado,2023-03-27
490,652,Completado,2024-02-25
491,726,Cancelado,2023-08-17
492,12,Cancelado,2023-04-18
493,256,Completado,2023-06-29
494,263,Completado,2024-01-04
495,2,Completado,2023-07-17
496,449,Cancelado,2024-05-11
497,171,Cancelado,2023-09-10
498,388,Cancelado,2023-10-07
499,385,Completado,2024-02-29
500,491,Completado,2023-03-25
501,463,Completado,2024-02-14
502,867,Completado,2023-05-31
503,21,Cancelado,2023-05-14
504,108,Completado,2023-06-25
505,175,Cancelado,2023-03-24
506,750,Completado,2023-10-08
507,96,Cancelado,2023-11-01
508,629,Cancelado,2023-12-27
509,32,Cancelado,2024-04-27
510,670,Completado,2023-11-07
511,445,Completado,2023-01-28
512,104,Cancelado,2023-04-16
513,195,Cancelado,2023-12-23
514,568,Cancelado,2023-12-05
515,289,Cancelado,2023-05-02
516,99,Completado,2023-07-21
517,586,Cancelado,2023-03-20
518,56,Cancelado,2023-01-02
519,438,Completado,2023-05-31
520,844,Cancelado,2023-04-13
521,100,Completado,2023-04-16
522,175,Cancelado,2024-05-15
523,84,Cancelado,2024-03-08
524,119,Cancelado,2024-02-06
525,408,Cancelado,2023-09-08
526,677,Cancelado,2023-02-16
527,658,Cancelado,2023-04-05
528,380,Cancelado,2023-07-09
529,192,Cancelado,2023-01-23
530,270,Cancelado,2023-08-27
531,270,Completado,2024-03-04
532,276,Completado,2023-03-19
533,771,Completado,2023-02-13
534,685,Cancelado,2024-02-18
535,555,Cancelado,2024-05-12
536,775,Completado,2023-10-11
537,63,Cancelado,2024-02-24
538,536,Cancelado,2024-05-09
539,549,Cancelado,2023-10-21
540,242,Cancelado,2023-06-03
541,81,Cancelado,2024-04-07
542,875,Completado,2023-09-15
543,585,Completado,2023-03-03
544,776,Cancelado,2023-03-30
545,172,Completado,2024-02-18
546,198,Completado,2023-01-22
547,434,Completado,2023-12-16
548,446,Completado,2024-02-26
549,643,Completado,2024-03-03
550,610,Cancelado,2023-06-13
551,745,Completado,2023-02-14
552,398,Cancelado,2023-10-10
553,334,Cancelado,2023-09-24
554,470,Completado,2024-02-07
555,718,Cancelado,2023-02-27
556,425,Completado,2023-03-17
557,581,Completado,2024-04-18
558,109,Completado,2024-02-07
559,293,Cancelado,2024-03-25
560,421,Cancelado,2023-07-16
561,671,Cancelado,2023-10-20
562,624,Cancelado,2023-01-20
563,177,Cancelado,2023-07-26
564,148,Cancelado,2023-01-20
565,406,Cancelado,2023-12-20
566,244,Completado,2024-01-17
567,487,Cancelado,2024-04-04
568,382,Completado,2023-06-22
569,838,Cancelado,2023-06-09
570,288,Cancelado,2024-03-15
571,713,Completado,2024-05-12
572,890,Completado,2023-03-10
573,308,Cancelado,2024-02-01
574,846,Cancelado,2023-05-18
575,747,Cancelado,2023-11-06
576,662,Completado,2023-04-07
577,453,Completado,2024-04-12
578,844,Cancelado,2024-01-15
579,497,Cancelado,2024-02-25
580,58,Completado,2023-02-03
581,319,Cancelado,2023-03-11
582,800,Completado,2023-03-30
583,198,Completado,2024-03-04
584,60,Completado,2023-01-17
585,468,Completado,2024-04-15
586,370,Completado,2023-05-21
587,378,Cancelado,2023-09-16
588,407,Completado,2023-12-15
589,32,Completado,2023-07-10
590,501,Cancelado,2023-04-01
591,892,Cancelado,2023-10-28
592,565,Cancelado,2023-06-26
593,168,Cancelado,2024-01-19
594,851,Completado,2023-05-26
595,29,Cancelado,2023-01-26
596,167,Completado,2024-03-14
597,227,Completado,2023-12-13
598,212,Cancelado,2023-11-30
599,420,Completado,2024-03-18
600,800,Completado,2023-08-31
601,136,Completado,2023-11-04
602,821,Completado,2023-04-25
603,259,Cancelado,2023-12-31
604,727,Cancelado,2023-08-05
605,386,Cancelado,2023-08-24
606,259,Completado,2023-08-27
607,310,Cancelado,2023-10-27
608,105,Completado,2023-09-19
609,679,Cancelado,2023-10-15
610,663,Cancelado,2023-06-02
611,701,Completado,2023-09-04
612,66,Cancelado,2023-05-22
613,656,Cancelado,2024-03-17
614,284,Cancelado,2023-12-02
615,729,Cancelado,2023-04-07
616,154,Completado,2024-04-05
617,59,Cancelado,2023-12-05
618,328,Completado,2024-01-05
619,27,Cancelado,2023-06-01
620,266,Cancelado,2023-07-27
621,398,Completado,2023-10-26
622,726,Completado,2023-06-25
623,744,Completado,2023-12-18
624,548,Cancelado,2024-04-09
625,688,Cancelado,2023-09-17
626,308,Completado,2024-03-06
627,674,Completado,2023-05-31
628,100,Cancelado,2023-03-07
629,759,Cancelado,2024-01-07
630,828,Completado,2024-04-29
631,697,Cancelado,2023-12-02
632,92,Completado,2023-07-01
633,229,Cancelado,2023-08-04
634,808,Cancelado,2023-07-10
635,267,Cancelado,2023-08-26
636,872,Completado,2023-08-29
637,55,Completado,2023-08-30
638,200,Completado,2024-03-20
639,698,Cancelado,2023-09-29
640,306,Cancelado,2023-01-28
641,892,Completado,2023-03-12
642,206,Cancelado,2023-07-29
643,584,Cancelado,2023-03-15
644,324,Completado,2024-02-03
645,83,Cancelado,2023-06-20
646,647,Completado,2023-06-10
647,650,Completado,2023-01-03
648,463,Cancelado,2023-04-18
649,780,Completado,2023-10-23
650,783,Completado,2023-09-08
651,805,Completado,2023-03-08
652,630,Cancelado,2023-11-21
653,440,Cancelado,2023-08-08
654,489,Cancelado,2023-01-03
655,39,Completado,2024-01-10
656,383,Completado,2024-04-01
657,330,Completado,2023-01-10
658,693,Completado,2023-11-17
659,752,Completado,2023-04-26
660,711,Cancelado,2023-06-09
661,133,Completado,2023-07-16
662,516,Cancelado,2023-03-27
663,67,Completado,2023-06-02
664,298,Cancelado,2024-01-08
665,533,Cancelado,2023-08-11
666,704,Completado,2023-06-25
667,502,Cancelado,2024-01-20
668,193,Completado,2024-04-30
669,832,Cancelado,2023-01-10
670,234,Completado,2024-01-08
671,135,Completado,2024-01-11
672,23,Completado,2023-03-05
673,376,Completado,2023-07-12
674,898,Cancelado,2024-01-30
675,548,Completado,2023-11-01
676,50,Completado,2023-12-01
677,857,Completado,2023-01-25
678,707,Completado,2023-08-02
679,455,Cancelado,2023-03-05
680,561,Cancelado,2023-08-31
681,719,Completado,2023-04-16
682,712,Completado,2023-06-04
683,431,Completado,2023-12-06
684,533,Cancelado,2023-11-15
685,621,Completado,2023-08-03
686,851,Completado,2023-09-19
687,737,Completado,2023-05-25
688,117,Completado,2023-09-12
689,204,Completado,2024-02-03
690,270,Completado,2023-07-03
691,721,Cancelado,2023-06-01
692,165,Completado,2023-10-08
693,509,Completado,2023-12-19
694,493,Cancelado,2023-05-01
695,3,Completado,2023-12-10
696,92,Completado,2024-03-03
697,588,Cancelado,2023-03-18
698,93,Completado,2024-01-06
699,741,Completado,2024-04-08
700,263,Completado,2023-08-22
701,304,Cancelado,2023-08-26
702,52,Completado,2024-02-21
703,179,Completado,2024-03-12
704,298,Cancelado,2024-02-15
705,694,Cancelado,2023-08-07
706,757,Completado,2023-02-18
707,872,Completado,2023-01-05
708,873,Completado,2023-12-06
709,663,Completado,2023-06-18
710,367,Cancelado,2024-05-04
711,637,Cancelado,2024-03-25
712,751,Completado,2023-07-10
713,835,Cancelado,2023-04-04
714,117,Cancelado,2023-07-24
715,468,Cancelado,2024-03-03
716,395,Cancelado,2024-02-14
717,432,Completado,2023-02-27
718,136,Completado,2024-04-27
719,865,Completado,2023-02-23
720,427,Cancelado,2024-02-15
721,583,Cancelado,2023-04-03
722,626,Cancelado,2024-02-03
723,368,Completado,2024-03-17
724,701,Completado,2023-09-05
725,500,Completado,2024-03-30
726,422,Cancelado,2023-01-24
727,65,Cancelado,2023-12-02
728,322,Completado,2023-12-27
729,890,Completado,2024-05-15
730,686,Cancelado,2023-09-23
731,536,Completado,2023-08-10
732,678,Completado,2023-09-04
733,355,Cancelado,2023-03-18
734,860,Completado,2023-01-06
735,659,Completado,2023-09-16
736,870,Cancelado,2024-03-12
737,508,Completado,2023-02-08
738,770,Cancelado,2023-06-14
739,247,Cancelado,2024-05-11
740,285,Completado,2023-09-17
741,229,Cancelado,2023-07-26
742,837,Completado,2023-02-10
743,471,Cancelado,2024-02-15
744,587,Cancelado,2023-02-15
745,878,Cancelado,2023-08-17
746,324,Completado,2023-09-12
747,764,Completado,2023-02-22
748,414,Cancelado,2023-01-19
749,571,Completado,2024-02-27
750,94,Cancelado,2024-03-31
751,521,Completado,2023-12-02
752,688,Cancelado,2024-05-01
753,350,Cancelado,2024-02-27
754,56,Completado,2024-03-08
755,466,Cancelado,2023-10-14
756,786,Cancelado,2024-01-02
757,673,Cancelado,2024-01-02
758,464,Completado,2023-02-19
759,778,Completado,2023-01-02
760,350,Cancelado,2024-02-29
761,649,Cancelado,2023-10-08
762,535,Cancelado,2023-12-26
763,109,Completado,2024-04-04
764,169,Cancelado,2023-03-13
765,842,Cancelado,2023-02-24
766,261,Completado,2023-04-07
767,124,Cancelado,2023-04-21
768,469,Completado,2024-01-02
769,347,Completado,2024-01-23
770,425,Completado,2024-04-19
771,649,Completado,2024-01-31
772,462,Cancelado,2023-12-04
773,604,Completado,2024-05-08
774,511,Completado,2023-09-29
775,754,Completado,2023-10-11
776,444,Cancelado,2024-04-18
777,521,Completado,2023-12-21
778,593,Completado,2024-01-10
779,835,Completado,2023-02-23
780,397,Cancelado,2023-09-16
781,394,Cancelado,2023-11-08
782,710,Completado,2023-05-21
783,408,Cancelado,2024-05-11
784,302,Cancelado,2024-02-17
785,137,Completado,2023-07-31
786,617,Cancelado,2024-03-07
787,719,Cancelado,2023-12-31
788,755,Completado,2023-04-13
789,215,Cancelado,2023-12-18
790,354,Completado,2023-12-30
791,666,Completado,2023-09-15
792,556,Cancelado,2023-12-30
793,119,Cancelado,2023-10-15
794,492,Cancelado,2023-12-12
795,766,Cancelado,2024-03-25
796,868,Cancelado,2024-02-18
797,14,Completado,2023-01-13
798,391,Completado,2023-01-28
799,687,Completado,2023-04-13
800,274,Completado,2023-05-27
801,700,Cancelado,2023-03-16
802,860,Completado,2023-12-20
803,804,Cancelado,2023-04-15
804,772,Completado,2023-07-03
805,834,Cancelado,2023-02-22
806,631,Completado,2024-01-16
807,663,Cancelado,2023-05-02
808,524,Cancelado,2023-12-21
809,681,Completado,2024-04-19
810,391,Cancelado,2023-08-02
811,808,Cancelado,2024-05-09
812,566,Completado,2023-01-07
813,762,Cancelado,2023-04-14
814,636,Cancelado,2024-02-29
815,231,Cancelado,2024-01-22
816,603,Completado,2024-02-02
817,743,Completado,2023-05-31
818,460,Completado,2023-12-16
819,77,Completado,2024-05-07
820,178,Completado,2023-07-13
821,42,Cancelado,2023-05-23
822,570,Cancelado,2023-03-08
823,165,Cancelado,2023-01-03
824,339,Cancelado,2023-12-30
825,159,Completado,2023-03-20
826,331,Completado,2024-02-01
827,641,Cancelado,2023-09-09
828,809,Cancelado,2023-02-07
829,803,Cancelado,2023-09-27
830,226,Completado,2023-09-24
831,70,Completado,2023-08-01
832,557,Cancelado,2023-02-17
833,358,Completado,2024-03-28
834,219,Cancelado,2023-06-19
835,370,Cancelado,2023-04-22
836,771,Cancelado,2023-10-15
837,844,Completado,2023-02-28
838,685,Cancelado,2023-08-17
839,247,Completado,2024-05-05
840,41,Cancelado,2023-07-15
841,816,Completado,2023-07-17
842,263,Cancelado,2023-01-13
843,530,Cancelado,2023-09-21
844,823,Cancelado,2023-09-07
845,45,Cancelado,2024-04-04
846,668,Completado,2023-06-14
847,527,Completado,2024-04-30
848,99,Completado,2024-05-12
849,792,Completado,2023-11-17
850,68,Completado,2023-12-10
851,645,Completado,2024-03-18
852,702,Cancelado,2024-03-03
853,107,Completado,2023-10-03
854,849,Cancelado,2023-11-28
855,837,Completado,2024-01-18
856,703,Completado,2023-01-13
857,471,Cancelado,2023-01-20
858,90,Completado,2023-01-28
859,183,Cancelado,2023-10-13
860,73,Completado,2024-04-11
861,265,Cancelado,2023-07-18
862,462,Cancelado,2023-08-10
863,324,Completado,2023-07-19
864,690,Completado,2023-10-01
865,7,Completado,2024-01-23
866,764,Completado,2023-12-25
867,869,Completado,2023-07-03
868,515,Completado,2023-05-29
869,806,Cancelado,2023-11-07
870,89,Cancelado,2024-01-27
871,449,Cancelado,2023-07-22
872,842,Completado,2023-08-31
