id_venta,id_cliente,fecha_venta,monto
1651,85,2023-04-27,113328
1652,230,2023-06-17,95681
1653,334,2023-06-26,47348
1654,256,2023-06-14,54465
1655,24,2023-04-05,117825
1656,190,2023-05-02,44646
1657,400,2023-04-24,153917
1658,422,2023-06-24,111460
1659,467,2023-04-22,141108
1660,236,2023-04-02,102423
1661,376,2023-06-09,102587
1662,175,2023-04-08,128894
1663,421,2023-05-27,98139
1664,6,2023-06-06,118919
1665,273,2023-06-28,113090
1666,456,2023-06-10,150975
1667,500,2023-06-19,92441
1668,187,2023-04-17,199212
1669,90,2023-06-13,96374
1670,88,2023-05-16,10000
1671,93,2023-04-14,99074
1672,452,2023-06-21,69123
1673,398,2023-06-16,136284
1674,215,2023-04-12,185581
1675,436,2023-04-10,192945
1676,87,2023-06-02,143801
1677,448,2023-06-01,202508
1678,131,2023-04-22,69419
1679,335,2023-04-06,101707
1680,35,2023-04-09,112269
1681,300,2023-04-05,121767
1682,184,2023-04-13,38989
1683,228,2023-06-08,43562
1684,385,2023-04-24,143327
1685,154,2023-06-05,120880
1686,123,2023-06-23,174865
1687,405,2023-06-19,54644
1688,180,2023-05-29,136056
1689,48,2023-05-19,73200
1690,364,2023-06-11,132953
1691,190,2023-06-27,139115
1692,57,2023-04-17,69480
1693,162,2023-04-01,170765
1694,20,2023-04-27,144048
1695,307,2023-05-19,148139
1696,114,2023-06-01,152304
1697,415,2023-06-10,126038
1698,252,2023-04-28,189219
1699,41,2023-05-31,94910
1700,155,2023-04-20,164683
1701,395,2023-05-27,97080
1702,149,2023-06-13,134070
1703,145,2023-05-09,105011
1704,131,2023-06-22,180031
1705,165,2023-05-15,61057
1706,480,2023-04-01,67183
1707,377,2023-05-07,103149
1708,350,2023-05-21,128923
1709,5,2023-06-17,180526
1710,214,2023-04-13,183477
1711,56,2023-06-13,153802
1712,66,2023-04-18,168006
1713,181,2023-05-04,170301
1714,471,2023-04-11,125118
1715,499,2023-06-20,160670
1716,16,2023-04-30,99851
1717,485,2023-05-23,76343
1718,203,2023-05-02,76006
1719,47,2023-04-25,121783
1720,200,2023-04-30,87734
1721,422,2023-04-24,92332
1722,219,2023-04-28,127397
1723,403,2023-05-09,82273
1724,178,2023-04-11,137824
1725,140,2023-05-05,195716
1726,323,2023-04-22,105983
1727,265,2023-05-08,138365
1728,34,2023-05-03,73936
1729,134,2023-06-19,179298
1730,52,2023-04-10,66236
1731,163,2023-06-14,56081
1732,433,2023-05-03,77724
1733,242,2023-06-02,72213
1734,281,2023-06-19,147543
1735,482,2023-06-26,10000
1736,271,2023-04-05,157695
1737,499,2023-04-21,119936
1738,138,2023-04-03,163373
1739,368,2023-04-14,98320
1740,189,2023-05-20,100497
1741,391,2023-04-12,154835
1742,240,2023-04-27,121859
1743,476,2023-06-20,162327
1744,207,2023-04-01,93647
1745,494,2023-04-27,153101
1746,335,2023-05-10,127933
1747,187,2023-04-23,110180
1748,215,2023-06-15,118103
1749,138,2023-05-12,113361
1750,171,2023-06-30,141104
1751,282,2023-06-27,111868
1752,451,2023-05-20,96488
1753,42,2023-05-11,46656
1754,32,2023-04-09,90853
1755,488,2023-04-29,51080
1756,226,2023-05-20,45527
1757,489,2023-06-29,120982
1758,118,2023-05-03,52513
1759,352,2023-05-17,60399
1760,395,2023-05-29,128086
1761,500,2023-04-18,117796
1762,432,2023-04-20,19023
1763,285,2023-04-12,84055
1764,438,2023-04-01,49326
1765,174,2023-05-03,107139
1766,296,2023-05-07,37722
1767,458,2023-04-30,92499
1768,66,2023-05-31,133646
1769,267,2023-06-02,173976
1770,44,2023-04-02,73645
1771,152,2023-06-30,29827
1772,286,2023-06-04,127172
1773,408,2023-06-30,153290
1774,429,2023-05-11,56124
1775,66,2023-05-01,131105
1776,80,2023-06-17,202104
1777,81,2023-06-05,166221
1778,382,2023-05-29,169133
1779,249,2023-06-10,174547
1780,108,2023-06-13,67074
1781,389,2023-04-26,57208
1782,140,2023-04-04,31179
1783,283,2023-05-20,206955
1784,286,2023-06-18,10000
1785,116,2023-06-04,168785
1786,152,2023-06-07,68999
1787,251,2023-05-21,41087
1788,83,2023-06-01,58908
1789,31,2023-04-27,66472
1790,221,2023-06-14,163553
1791,227,2023-06-16,129185
1792,478,2023-04-05,127124
1793,91,2023-05-07,43823
1794,121,2023-04-22,63968
1795,459,2023-05-20,152127
1796,259,2023-06-10,126213
1797,87,2023-04-07,159408
1798,306,2023-04-28,65533
1799,8,2023-04-24,83253
1800,465,2023-04-05,164446
1801,195,2023-06-17,118245
1802,60,2023-05-24,130153
1803,297,2023-06-01,120811
1804,107,2023-06-15,146290
1805,167,2023-04-26,118604
1806,277,2023-04-13,135109
1807,379,2023-05-08,163597
1808,225,2023-06-12,197236
1809,495,2023-04-25,41186
1810,232,2023-06-16,204110
1811,348,2023-06-21,39887
1812,243,2023-04-20,202334
1813,196,2023-04-08,121880
1814,283,2023-06-29,79436
1815,79,2023-04-15,136341
1816,149,2023-05-13,15057
1817,72,2023-06-26,128963
1818,297,2023-06-26,104455
1819,352,2023-05-03,155995
1820,105,2023-06-14,122199
1821,105,2023-05-06,125957
1822,345,2023-04-18,102306
1823,45,2023-04-10,194341
1824,376,2023-06-09,182194
1825,241,2023-06-16,106582
1826,339,2023-06-05,170414
1827,4,2023-06-16,139368
1828,441,2023-06-13,187425
1829,357,2023-04-21,216472
1830,88,2023-06-29,156465
1831,277,2023-04-20,109190
1832,479,2023-06-14,126014
1833,188,2023-05-22,134149
1834,52,2023-05-25,174806
1835,391,2023-05-22,59548
1836,295,2023-06-06,191510
1837,471,2023-05-04,36084
1838,6,2023-06-21,92153
1839,414,2023-04-06,182837
1840,460,2023-05-24,215695
1841,108,2023-05-12,84447
1842,467,2023-06-13,198040
1843,118,2023-04-14,127819
1844,413,2023-06-01,71989
1845,79,2023-04-20,123444
1846,413,2023-05-25,104717
1847,195,2023-05-17,72497
1848,46,2023-04-18,154499
1849,304,2023-05-07,56879
1850,289,2023-06-08,151189
1851,130,2023-05-05,67379
1852,446,2023-05-07,65653
1853,358,2023-06-21,119052
1854,469,2023-05-01,55999
1855,7,2023-04-24,95631
1856,387,2023-05-05,40767
1857,258,2023-06-24,127291
1858,159,2023-05-19,118239
1859,494,2023-06-07,84465
1860,30,2023-06-06,92815
1861,442,2023-04-23,157452
1862,48,2023-05-25,53964
1863,276,2023-06-22,152532
1864,31,2023-05-31,134054
1865,401,2023-06-25,176325
1866,315,2023-04-05,143421
1867,315,2023-05-25,48211
1868,135,2023-05-12,150783
1869,325,2023-05-23,97843
1870,187,2023-06-10,121152
1871,287,2023-05-24,103116
1872,45,2023-04-19,25673
1873,165,2023-05-01,53533
1874,74,2023-05-30,149138
1875,363,2023-04-05,140235
1876,11,2023-06-04,198105
1877,215,2023-04-07,96425
1878,254,2023-04-03,92292
1879,65,2023-04-07,46470
1880,19,2023-06-07,200397
1881,201,2023-05-09,107223
1882,184,2023-06-09,175629
1883,199,2023-06-22,53303
1884,312,2023-05-14,205022
1885,448,2023-06-24,141671
1886,193,2023-05-22,131195
1887,149,2023-05-30,130447
1888,472,2023-04-03,99206
1889,91,2023-04-20,84280
1890,440,2023-06-10,63431
1891,345,2023-06-29,185535
1892,322,2023-06-23,143232
1893,67,2023-04-14,144088
1894,81,2023-06-20,158357
1895,475,2023-04-11,161473
1896,66,2023-04-16,147732
1897,378,2023-05-22,91069
1898,262,2023-06-01,201557
1899,248,2023-05-06,185479
1900,311,2023-04-26,139978
1901,255,2023-06-03,39919
1902,21,2023-04-11,135941
1903,47,2023-05-25,149481
1904,15,2023-06-20,58533
1905,227,2023-04-23,109636
1906,56,2023-05-26,148985
1907,339,2023-05-05,55908
1908,142,2023-06-23,139799
1909,372,2023-04-30,168529
1910,284,2023-04-01,145277
1911,406,2023-04-10,30350
1912,268,2023-04-21,174346
1913,110,2023-06-27,53570
1914,72,2023-05-31,76250
1915,176,2023-06-14,164131
1916,91,2023-05-21,130144
1917,201,2023-05-13,108706
1918,111,2023-06-04,75781
1919,221,2023-04-14,103934
1920,212,2023-04-27,60019
1921,128,2023-04-13,115448
1922,493,2023-05-24,129544
1923,95,2023-06-25,98101
1924,49,2023-04-09,123742
1925,202,2023-06-05,95818
1926,346,2023-06-21,101758
1927,416,2023-04-14,138586
1928,117,2023-06-21,74457
1929,124,2023-04-08,137428
1930,327,2023-06-16,126223
1931,193,2023-05-15,245447
1932,223,2023-04-26,116442
1933,387,2023-05-24,135083
1934,225,2023-05-17,70929
1935,209,2023-05-13,248398
1936,369,2023-06-09,125549
1937,272,2023-05-27,75142
1938,135,2023-05-25,132964
1939,263,2023-05-08,132548
1940,389,2023-05-29,119874
1941,1,2023-04-24,81524
1942,121,2023-05-14,116725
1943,217,2023-05-03,195952
1944,39,2023-06-01,75967
1945,268,2023-05-11,193556
1946,126,2023-04-27,123135
1947,17,2023-04-05,70014
1948,498,2023-06-18,150868
1949,470,2023-04-06,197661
1950,256,2023-04-23,110559
1951,159,2023-04-14,103819
1952,220,2023-04-01,190050
1953,449,2023-05-14,199416
1954,119,2023-06-13,115585
1955,81,2023-04-15,117785
1956,478,2023-05-23,10000
1957,41,2023-06-02,130035
1958,122,2023-06-22,14380
1959,105,2023-06-05,36082
1960,67,2023-06-05,86772
1961,471,2023-06-09,93250
1962,444,2023-05-22,98691
1963,270,2023-04-09,69974
1964,197,2023-05-20,138057
1965,414,2023-06-07,121739
1966,417,2023-05-12,96964
1967,471,2023-04-15,81848
1968,1,2023-04-30,106903
1969,316,2023-04-17,133765
1970,333,2023-05-26,103847
1971,408,2023-04-12,131610
1972,215,2023-05-04,144052
1973,27,2023-06-26,203220
1974,169,2023-05-15,129187
1975,445,2023-05-04,45823
1976,414,2023-06-24,85324
1977,350,2023-04-06,174201
1978,71,2023-05-24,10000
1979,55,2023-06-15,10000
1980,295,2023-05-12,91863
1981,26,2023-05-04,170163
1982,360,2023-04-21,166583
1983,301,2023-05-02,194101
1984,291,2023-05-07,73026
1985,431,2023-06-30,153903
1986,125,2023-06-12,140110
1987,118,2023-05-27,180628
1988,73,2023-06-15,142173
1989,454,2023-06-08,170328
1990,147,2023-06-05,189439
1991,178,2023-05-22,174302
1992,389,2023-06-08,59519
1993,291,2023-06-18,106441
1994,21,2023-06-02,87326
1995,370,2023-05-05,111867
1996,147,2023-06-21,112762
1997,244,2023-06-22,190184
1998,312,2023-06-28,146441
1999,276,2023-06-07,62759
2000,297,2023-04-04,163949
2001,355,2023-04-23,168530
2002,88,2023-06-25,22551
2003,461,2023-04-27,195846
2004,4,2023-05-28,169082
2005,383,2023-05-01,103051
2006,28,2023-06-14,122440
2007,426,2023-05-16,65824
2008,170,2023-05-20,150287
2009,220,2023-05-17,145497
2010,457,2023-05-09,153570
2011,19,2023-04-21,101462
2012,276,2023-06-30,85022
2013,293,2023-04-15,209539
2014,100,2023-06-07,216033
2015,481,2023-05-07,40171
2016,217,2023-04-14,57399
2017,284,2023-05-30,157296
2018,166,2023-05-23,144540
2019,43,2023-06-01,195905
2020,325,2023-05-06,110688
2021,136,2023-05-22,95934
2022,311,2023-06-05,72960
2023,422,2023-06-16,168128
2024,441,2023-05-13,150988
2025,54,2023-06-19,90776
2026,370,2023-06-04,148180
2027,119,2023-06-19,53814
2028,491,2023-04-06,37530
2029,191,2023-05-22,148336
2030,303,2023-06-01,175681
2031,71,2023-05-19,139122
2032,285,2023-04-06,108136
2033,442,2023-05-24,152958
2034,158,2023-05-29,10000
2035,144,2023-04-14,130858
2036,158,2023-04-14,27486
2037,466,2023-05-12,131345
2038,108,2023-06-05,159856
2039,262,2023-05-07,178650
2040,299,2023-06-16,172014
2041,238,2023-05-10,190401
2042,463,2023-05-08,156533
2043,470,2023-04-28,161217
2044,219,2023-05-25,97413
2045,143,2023-05-18,177249
2046,158,2023-06-04,152682
2047,325,2023-04-11,129744
2048,135,2023-05-22,95240
2049,247,2023-04-26,85545
2050,224,2023-04-15,72140
2051,238,2023-06-27,127938
2052,341,2023-05-19,170081
2053,328,2023-05-26,120922
2054,377,2023-04-22,189400
2055,21,2023-04-15,82198
2056,286,2023-06-07,251619
2057,459,2023-04-24,134964
2058,173,2023-06-20,121925
2059,482,2023-06-03,112979
2060,62,2023-05-13,89792
2061,132,2023-04-14,107922
2062,482,2023-06-17,98268
2063,482,2023-05-08,148079
2064,25,2023-04-19,169921
2065,316,2023-04-07,119717
2066,386,2023-06-28,69429
2067,430,2023-06-09,235376
2068,337,2023-05-09,171302
2069,177,2023-05-07,183886
2070,118,2023-05-05,165117
2071,76,2023-04-12,199919
2072,169,2023-06-27,171276
2073,369,2023-05-08,116837
2074,421,2023-06-05,176007
2075,498,2023-05-10,34689
2076,466,2023-04-03,207430
2077,80,2023-04-06,81460
2078,68,2023-05-26,125967
2079,421,2023-05-31,91794
2080,410,2023-05-07,111744
2081,302,2023-05-06,70375
2082,184,2023-06-01,118343
2083,287,2023-05-10,189151
2084,256,2023-04-08,120840
2085,477,2023-04-23,61571
2086,438,2023-06-14,199978
2087,52,2023-06-09,118342
2088,311,2023-04-24,188857
2089,356,2023-05-16,128574
2090,345,2023-06-16,164948
2091,413,2023-05-17,140790
2092,471,2023-04-22,174419
2093,175,2023-05-17,119820
2094,442,2023-05-25,197045
2095,211,2023-06-20,182202
2096,361,2023-04-11,84722
2097,171,2023-05-26,85295
2098,339,2023-06-15,95853
2099,166,2023-06-04,173201
2100,496,2023-04-12,137323
2101,129,2023-06-14,162244
2102,86,2023-06-11,68086
2103,2,2023-05-28,161216
2104,45,2023-05-02,58299
2105,452,2023-05-28,140672
2106,84,2023-06-12,75993
2107,411,2023-04-21,67427
2108,131,2023-04-22,113733
2109,154,2023-05-17,182971
2110,309,2023-06-22,75387
2111,51,2023-04-24,93089
2112,471,2023-04-11,187572
2113,426,2023-05-26,114999
2114,273,2023-05-30,146032
2115,353,2023-05-29,132942
2116,258,2023-06-04,199917
2117,476,2023-04-15,167768
2118,487,2023-06-26,167318
2119,191,2023-06-07,170793
2120,133,2023-06-29,137253
2121,152,2023-06-14,82745
2122,330,2023-04-01,110560
2123,450,2023-06-28,140603
2124,16,2023-06-23,94140
2125,215,2023-06-06,122962
2126,185,2023-06-27,140152
2127,161,2023-04-10,65134
2128,242,2023-06-06,148319
2129,384,2023-05-19,146287
2130,8,2023-05-15,92413
2131,90,2023-06-30,107664
2132,78,2023-06-21,150076
2133,270,2023-04-13,35737
2134,457,2023-05-02,76429
2135,231,2023-05-21,188681
2136,328,2023-06-01,86579
2137,171,2023-05-13,176635
2138,191,2023-06-05,123308
2139,242,2023-06-01,125410
2140,480,2023-06-08,127836
2141,266,2023-05-23,73506
2142,489,2023-05-12,25787
2143,194,2023-05-26,90869
2144,120,2023-05-23,165503
2145,143,2023-04-12,85420
2146,320,2023-06-13,134604
2147,413,2023-04-19,18078
2148,255,2023-05-16,124060
2149,440,2023-06-16,113525
2150,331,2023-06-08,183968
2151,222,2023-06-22,93429
2152,386,2023-05-04,81321
2153,363,2023-04-21,41340
2154,271,2023-05-26,142196
2155,244,2023-04-07,138803
2156,188,2023-04-16,210977
2157,368,2023-06-14,115119
2158,225,2023-05-21,144128
2159,405,2023-04-19,150549
2160,249,2023-06-14,181935
2161,113,2023-06-22,98173
2162,79,2023-04-07,113456
2163,98,2023-05-10,170373
2164,78,2023-06-05,102218
2165,26,2023-06-13,145951
2166,204,2023-06-11,140490
2167,52,2023-06-07,151640
2168,133,2023-06-19,96144
2169,181,2023-06-06,10000
2170,440,2023-05-11,136353
2171,430,2023-04-20,76484
2172,117,2023-05-13,156869
2173,41,2023-05-31,148958
2174,233,2023-06-06,46814
2175,400,2023-06-02,81014
2176,400,2023-05-06,91875
2177,173,2023-05-24,148251
2178,442,2023-06-12,128305
2179,360,2023-05-30,109960
2180,66,2023-06-19,40709
2181,443,2023-04-27,152828
2182,36,2023-05-24,159924
2183,117,2023-06-01,100216
2184,281,2023-05-28,197171
2185,164,2023-05-09,206161
2186,340,2023-05-28,47560
2187,21,2023-04-09,172175
2188,307,2023-06-27,133242
2189,156,2023-05-09,137953
2190,323,2023-06-01,10000
2191,500,2023-05-12,119459
2192,410,2023-06-29,119256
2193,294,2023-05-17,18900
2194,133,2023-04-08,93945
2195,172,2023-04-01,83791
2196,216,2023-04-05,83628
2197,313,2023-04-11,48164
2198,489,2023-04-07,148204
2199,220,2023-04-22,101952
2200,438,2023-04-10,93961
2201,243,2023-06-07,148679
2202,435,2023-05-18,69892
2203,223,2023-06-17,128494
2204,183,2023-05-09,242620
2205,473,2023-06-11,71996
2206,114,2023-06-15,111604
2207,287,2023-04-02,142504
2208,55,2023-06-30,128742
2209,323,2023-05-08,33225
2210,198,2023-04-15,113579
2211,81,2023-04-20,59755
2212,42,2023-05-26,138968
2213,100,2023-04-24,133954
2214,181,2023-04-07,106396
2215,15,2023-05-09,166940
2216,399,2023-04-01,170734
2217,34,2023-05-11,75796
2218,430,2023-04-30,80076
2219,494,2023-06-08,111488
2220,246,2023-05-06,165552
2221,205,2023-06-03,176837
2222,34,2023-06-05,183683
2223,138,2023-05-17,140482
2224,433,2023-05-07,65979
2225,322,2023-04-22,146257
2226,217,2023-06-02,143487
2227,387,2023-06-05,24342
2228,481,2023-04-25,42467
2229,409,2023-05-30,104358
2230,30,2023-06-07,212179
2231,31,2023-05-05,129830
2232,419,2023-05-25,154642
2233,158,2023-06-23,78906
2234,104,2023-04-13,10000
2235,231,2023-05-24,182386
2236,104,2023-06-18,70323
2237,208,2023-06-16,156601
2238,262,2023-05-20,67093
2239,297,2023-06-18,192401
2240,21,2023-06-15,92592
2241,142,2023-04-15,70434
2242,83,2023-06-12,44531
2243,398,2023-06-03,159926
2244,375,2023-06-29,97535
2245,125,2023-04-03,121054
2246,1,2023-04-19,110407
2247,493,2023-05-25,83672
2248,130,2023-05-23,124389
2249,126,2023-06-05,48427
2250,102,2023-06-04,146875
2251,178,2023-06-05,21815
2252,381,2023-06-21,132330
2253,339,2023-04-20,223505
2254,323,2023-06-01,76386
2255,239,2023-05-24,145303
2256,24,2023-05-04,170824
2257,267,2023-04-14,10000
2258,34,2023-05-14,114001
2259,223,2023-05-02,140790
2260,204,2023-04-01,104482
2261,445,2023-04-21,134179
2262,355,2023-05-27,91496
2263,152,2023-06-04,154111
2264,15,2023-06-26,94540
2265,177,2023-06-12,181509
2266,155,2023-04-05,66490
2267,371,2023-06-28,151756
2268,26,2023-04-15,176761
2269,439,2023-04-24,88931
2270,121,2023-04-03,123819
2271,342,2023-04-03,110943
2272,238,2023-06-30,242944
2273,243,2023-05-16,75963
2274,129,2023-06-08,243387
2275,327,2023-06-01,105900
2276,363,2023-04-11,56653
2277,5,2023-04-21,67815
2278,414,2023-06-28,101771
2279,357,2023-04-03,208679
2280,20,2023-06-12,68164
2281,31,2023-04-20,140796
2282,254,2023-06-30,111230
2283,198,2023-06-11,104548
2284,462,2023-05-12,103573
2285,293,2023-05-23,163322
2286,21,2023-04-04,85049
2287,384,2023-04-10,64656
2288,214,2023-06-12,189853
2289,282,2023-06-20,94450
2290,148,2023-05-14,169562
2291,241,2023-06-27,250928
2292,59,2023-05-10,158612
2293,252,2023-06-15,187568
2294,167,2023-06-19,150073
2295,198,2023-05-23,105833
2296,66,2023-06-06,91415
2297,280,2023-06-25,46898
2298,281,2023-04-01,202158
2299,68,2023-06-05,117138
2300,169,2023-06-09,154085
2301,479,2023-06-06,118927
2302,43,2023-04-10,112977
2303,404,2023-04-11,144127
2304,384,2023-05-05,121861
2305,400,2023-05-07,119651
2306,474,2023-05-29,174744
2307,69,2023-04-27,20406
2308,197,2023-04-13,212411
2309,54,2023-04-01,125598
2310,56,2023-05-23,125640
2311,380,2023-06-22,65841
2312,421,2023-05-12,63090
2313,92,2023-06-25,183086
2314,408,2023-06-28,138660
2315,285,2023-05-02,113289
2316,494,2023-05-07,98477
2317,116,2023-05-19,131586
2318,100,2023-06-22,161564
2319,10,2023-06-03,154601
2320,352,2023-04-06,77305
2321,116,2023-06-25,156260
2322,47,2023-05-26,99346
2323,16,2023-05-07,115970
2324,379,2023-05-19,116013
2325,361,2023-05-27,45832
2326,481,2023-05-15,126465
2327,205,2023-04-11,129664
2328,335,2023-05-24,170583
2329,429,2023-06-14,154365
2330,139,2023-06-17,147291
2331,188,2023-04-07,121103
2332,435,2023-04-06,143629
2333,483,2023-06-21,143394
2334,184,2023-06-23,71940
2335,448,2023-06-18,52269
2336,390,2023-05-06,153811
2337,278,2023-05-25,202048
2338,185,2023-05-09,135977
2339,366,2023-04-19,131477
2340,348,2023-04-14,200660
2341,267,2023-05-11,124657
2342,93,2023-06-19,163715
2343,98,2023-05-06,63674
2344,270,2023-05-25,125114
2345,383,2023-04-20,185421
2346,277,2023-05-22,90164
2347,498,2023-04-15,108173
2348,79,2023-06-13,63741
2349,36,2023-06-16,185538
2350,452,2023-04-27,172471
2351,492,2023-05-31,110618
2352,302,2023-06-05,163399
2353,331,2023-06-22,105359
2354,8,2023-06-28,110777
2355,257,2023-05-12,155567
2356,25,2023-06-04,166060
2357,190,2023-06-08,134688
2358,426,2023-05-22,94017
2359,474,2023-06-18,82005
2360,472,2023-04-16,59647
2361,66,2023-04-23,147665
2362,128,2023-05-16,171073
2363,363,2023-05-23,40430
2364,64,2023-06-30,186767
2365,334,2023-06-25,152213
2366,18,2023-05-24,88773
2367,472,2023-04-24,150066
2368,395,2023-04-20,171462
2369,263,2023-05-02,154617
2370,152,2023-05-06,93262
2371,185,2023-06-13,96195
2372,352,2023-06-01,122631
2373,492,2023-05-17,112529
2374,221,2023-05-16,130095
2375,315,2023-05-22,91684
2376,208,2023-04-19,199782
2377,183,2023-04-20,71712
2378,421,2023-06-09,126246
2379,494,2023-04-08,28405
2380,46,2023-04-15,130362
2381,187,2023-05-26,153458
2382,272,2023-04-15,99563
2383,301,2023-04-10,141864
2384,104,2023-06-22,98210
2385,337,2023-04-04,139621
2386,246,2023-04-07,78967
2387,479,2023-05-24,59489
2388,116,2023-04-08,239629
2389,362,2023-06-27,182397
2390,163,2023-05-22,165810
2391,247,2023-04-28,85912
2392,132,2023-05-29,119004
2393,238,2023-05-20,65821
2394,291,2023-05-28,73495
2395,217,2023-04-25,105360
2396,328,2023-04-02,105356
2397,488,2023-06-11,28744
2398,259,2023-05-13,80118
2399,219,2023-04-08,28410
2400,138,2023-06-06,201667
2401,415,2023-04-23,237654
2402,252,2023-04-15,52523
2403,65,2023-06-30,81514
2404,66,2023-04-27,45659
2405,261,2023-05-29,10000
2406,109,2023-05-26,127307
2407,451,2023-05-07,176477
2408,17,2023-06-08,103359
2409,112,2023-04-20,104629
2410,231,2023-05-14,129037
2411,223,2023-05-13,121265
2412,197,2023-05-16,93081
2413,21,2023-06-01,78953
2414,132,2023-05-12,107550
2415,294,2023-04-23,131153
2416,317,2023-04-11,38636
2417,139,2023-06-07,69762
2418,471,2023-05-11,104277
2419,106,2023-06-17,98970
2420,229,2023-06-30,216288
2421,31,2023-05-30,134230
2422,279,2023-04-27,114318
2423,487,2023-04-26,242436
2424,123,2023-04-01,135262
2425,455,2023-05-31,185856
2426,445,2023-05-06,107079
2427,433,2023-05-25,65886
2428,61,2023-06-20,99818
2429,192,2023-05-16,159391
2430,334,2023-04-15,145905
