id_venta,id_cliente,fecha_venta,monto
192,297,2023-01-17,171092
193,459,2023-02-19,88115
194,407,2023-03-01,195350
195,18,2023-03-19,69109
196,327,2023-03-27,47694
197,393,2023-01-29,130789
198,324,2023-01-11,63620
199,490,2023-03-01,141957
200,422,2023-02-09,169923
201,28,2023-01-22,141887
202,305,2023-02-21,118639
203,16,2023-01-04,68236
204,154,2023-02-26,144320
205,387,2023-03-26,143690
206,341,2023-03-06,105030
207,246,2023-03-09,110484
208,425,2023-02-18,88464
209,447,2023-01-21,129836
210,390,2023-03-01,122081
211,261,2023-03-14,108757
212,132,2023-03-01,141622
213,491,2023-03-14,150401
214,170,2023-02-24,137914
215,454,2023-01-02,122840
216,499,2023-03-06,108170
217,74,2023-02-11,163862
218,177,2023-02-10,122860
219,211,2023-03-22,176568
220,8,2023-03-22,149518
221,491,2023-02-12,207707
222,423,2023-01-19,120537
223,361,2023-01-27,118652
224,447,2023-03-14,145287
225,70,2023-01-06,141138
226,212,2023-03-24,121955
227,211,2023-03-17,128213
228,149,2023-03-15,157286
229,148,2023-02-24,125335
230,381,2023-03-23,54969
231,98,2023-02-20,79067
232,356,2023-01-08,199998
233,241,2023-03-25,89844
234,245,2023-02-02,115155
235,175,2023-02-13,107177
236,252,2023-01-17,106780
237,102,2023-02-27,121089
238,180,2023-03-21,175937
239,160,2023-02-13,124335
240,126,2023-03-13,100263
241,499,2023-03-04,126083
242,401,2023-02-01,150529
243,484,2023-02-26,40403
244,59,2023-01-30,204697
245,470,2023-03-04,57979
246,446,2023-03-17,136130
247,298,2023-03-05,193730
248,476,2023-02-24,167465
249,211,2023-02-06,181934
250,147,2023-03-30,156069
251,430,2023-02-17,105813
252,455,2023-02-03,230496
253,200,2023-02-20,306812
254,34,2023-01-27,162609
255,160,2023-03-22,144791
256,182,2023-01-21,139036
257,376,2023-01-17,138033
258,255,2023-01-03,130433
259,169,2023-02-18,186172
260,395,2023-03-25,100886
261,355,2023-03-24,208875
262,441,2023-03-21,88662
263,244,2023-01-02,59035
264,71,2023-01-28,105468
265,10,2023-01-15,132638
266,223,2023-02-16,108998
267,100,2023-03-16,136485
268,73,2023-01-08,103722
269,195,2023-02-04,93091
270,339,2023-03-03,106912
271,356,2023-01-05,69179
272,87,2023-03-08,87141
273,182,2023-02-27,101979
274,218,2023-02-27,27624
275,85,2023-01-21,202196
276,304,2023-01-26,18013
277,356,2023-01-12,107315
278,406,2023-01-13,142362
279,289,2023-02-26,124511
280,181,2023-03-04,176861
281,109,2023-03-05,136126
282,74,2023-02-21,97370
283,213,2023-03-13,138710
284,216,2023-02-12,168980
285,484,2023-03-01,198505
286,242,2023-03-28,116546
287,199,2023-02-24,165175
288,256,2023-03-05,128644
289,154,2023-01-18,61813
290,207,2023-03-06,18083
291,439,2023-02-20,82913
292,492,2023-01-26,65238
293,405,2023-02-17,10000
294,45,2023-02-14,125973
295,311,2023-01-28,155831
296,301,2023-01-16,143653
297,234,2023-01-29,49598
298,445,2023-02-10,75768
299,372,2023-01-20,42845
300,173,2023-01-04,103262
301,1,2023-01-20,99950
302,127,2023-02-27,108676
303,446,2023-02-10,95117
304,433,2023-01-01,179136
305,427,2023-01-28,125785
306,18,2023-03-19,118834
307,166,2023-01-20,124707
308,403,2023-02-19,209171
309,47,2023-01-22,116882
310,56,2023-03-20,162306
311,453,2023-02-12,86267
312,148,2023-02-18,179850
313,275,2023-02-26,136777
314,46,2023-03-09,45285
315,492,2023-01-27,187565
316,76,2023-02-21,65173
317,267,2023-01-29,78752
318,159,2023-01-04,160813
319,326,2023-02-22,169437
320,262,2023-02-04,136337
321,260,2023-02-13,130923
322,192,2023-01-14,119920
323,59,2023-03-23,131099
324,194,2023-02-19,110783
325,329,2023-01-09,93867
326,21,2023-03-04,195957
327,463,2023-01-21,124676
328,284,2023-01-29,203093
329,56,2023-01-19,216787
330,166,2023-02-11,177326
331,275,2023-03-01,161690
332,324,2023-03-21,81260
333,425,2023-02-21,93971
334,431,2023-02-24,91498
335,434,2023-03-26,100033
336,333,2023-01-02,165817
337,382,2023-03-09,67239
338,184,2023-02-21,164372
339,62,2023-03-25,188280
340,470,2023-01-08,158586
341,403,2023-01-11,181052
342,65,2023-02-10,10000
343,58,2023-01-15,132626
344,444,2023-02-18,152264
345,390,2023-03-03,141581
346,467,2023-02-03,142311
347,288,2023-02-16,126649
348,415,2023-01-19,118233
349,269,2023-01-05,127475
350,326,2023-03-05,182497
351,257,2023-03-23,77371
352,250,2023-02-05,113538
353,439,2023-02-03,173338
354,319,2023-02-26,119618
355,284,2023-02-23,127012
356,86,2023-01-16,73257
357,431,2023-03-27,86245
358,209,2023-02-20,141343
359,105,2023-01-07,14320
360,328,2023-01-07,78550
361,341,2023-02-12,141095
362,313,2023-03-06,137423
363,465,2023-02-01,139156
364,98,2023-01-07,156826
365,79,2023-01-13,40086
366,141,2023-01-24,39833
367,496,2023-01-16,108494
368,354,2023-03-31,59871
369,250,2023-01-31,34129
370,358,2023-02-12,114558
371,130,2023-02-24,144035
372,462,2023-01-10,153078
373,391,2023-02-11,125752
374,139,2023-03-20,102202
375,274,2023-03-02,207177
376,5,2023-02-15,105173
377,56,2023-02-08,100703
378,42,2023-01-16,101381
379,232,2023-03-23,118595
380,309,2023-01-04,115884
381,470,2023-01-12,139551
382,147,2023-03-29,90408
383,72,2023-01-06,147841
384,136,2023-03-10,169249
385,480,2023-01-01,160665
386,268,2023-02-11,130889
387,33,2023-01-06,113414
388,286,2023-01-09,216878
389,40,2023-02-18,136942
390,116,2023-03-28,213848
391,398,2023-01-09,232866
392,38,2023-02-16,41268
393,61,2023-03-19,185728
394,259,2023-01-31,144942
395,294,2023-02-11,89605
396,112,2023-03-10,169477
397,133,2023-02-21,171102
398,422,2023-02-27,153208
399,20,2023-01-12,177506
400,184,2023-03-26,133103
401,382,2023-01-04,135660
402,462,2023-01-27,220411
403,448,2023-01-25,157430
404,36,2023-02-18,89323
405,26,2023-02-16,23581
406,166,2023-03-15,100414
407,243,2023-01-16,59951
408,374,2023-01-06,86120
409,263,2023-03-22,155368
410,327,2023-02-02,108051
411,332,2023-03-18,102597
412,30,2023-02-28,116455
413,324,2023-01-16,222621
414,274,2023-03-29,210438
415,266,2023-01-22,141419
416,136,2023-01-22,109070
417,240,2023-01-01,150198
418,483,2023-03-31,67831
419,75,2023-01-13,60553
420,447,2023-01-30,120882
421,91,2023-01-26,92287
422,53,2023-03-01,102836
423,48,2023-01-24,124581
424,447,2023-01-12,122370
425,457,2023-02-19,152196
426,413,2023-01-31,78525
427,367,2023-03-10,123596
428,334,2023-01-05,134345
429,42,2023-01-27,162511
430,68,2023-02-16,123793
431,404,2023-02-17,67202
432,282,2023-01-29,10000
433,182,2023-03-20,99315
434,266,2023-03-14,38345
435,243,2023-03-10,102893
436,170,2023-03-27,113983
437,77,2023-02-07,62666
438,10,2023-02-12,125107
439,171,2023-03-02,137586
440,197,2023-03-01,57731
441,99,2023-03-01,98072
442,12,2023-02-22,90665
443,401,2023-03-12,10000
444,352,2023-01-19,67639
445,136,2023-01-01,124358
446,125,2023-02-14,108877
447,102,2023-03-16,146490
448,248,2023-02-25,52377
449,325,2023-03-13,89307
450,5,2023-01-27,66957
451,330,2023-03-05,85856
452,332,2023-03-09,82562
453,334,2023-01-20,120286
454,64,2023-01-06,132926
455,236,2023-02-16,133678
456,99,2023-03-17,87697
457,91,2023-01-19,130727
458,414,2023-03-15,78829
459,354,2023-03-09,118899
460,356,2023-01-17,182086
461,313,2023-01-24,189331
462,288,2023-01-01,136084
463,142,2023-01-18,58324
464,198,2023-03-16,137266
465,75,2023-02-13,208317
466,297,2023-02-02,160812
467,4,2023-02-11,144811
468,101,2023-03-10,128244
469,89,2023-02-15,109317
470,31,2023-02-13,59151
471,167,2023-02-13,103456
472,379,2023-03-22,71993
473,482,2023-03-22,145562
474,418,2023-01-23,162654
475,234,2023-03-16,107001
476,399,2023-01-18,80415
477,123,2023-03-25,78459
478,409,2023-01-02,110525
479,329,2023-02-15,154034
480,163,2023-01-16,128069
481,145,2023-01-19,10000
482,63,2023-02-04,91672
483,323,2023-01-19,211918
484,182,2023-03-19,123845
485,141,2023-02-14,127810
486,108,2023-02-25,131695
487,39,2023-01-26,77281
488,235,2023-02-23,18926
489,333,2023-03-10,157250
490,415,2023-01-26,12431
491,70,2023-03-15,139805
492,193,2023-03-21,108452
493,171,2023-03-25,113607
494,50,2023-03-06,38745
495,111,2023-01-05,124789
496,206,2023-02-20,60786
497,228,2023-03-28,58520
498,109,2023-01-09,68777
499,183,2023-03-26,99020
500,389,2023-03-22,77671
501,36,2023-02-14,112571
502,463,2023-02-04,168247
503,127,2023-02-12,140820
504,319,2023-02-02,80248
505,405,2023-01-26,162888
506,148,2023-01-08,88859
507,255,2023-02-17,78943
508,4,2023-03-17,194042
509,262,2023-02-16,124946
510,198,2023-03-14,65542
511,35,2023-03-24,162195
512,241,2023-03-13,138674
513,383,2023-01-28,159848
514,39,2023-03-16,145908
515,467,2023-01-28,56358
516,367,2023-01-02,95559
517,394,2023-02-19,183120
518,122,2023-02-07,84098
519,399,2023-02-21,93967
520,145,2023-03-26,85844
521,282,2023-03-08,78897
522,223,2023-03-06,139339
523,358,2023-01-14,130908
524,191,2023-02-05,120883
525,174,2023-03-07,117942
526,326,2023-01-22,86912
527,230,2023-02-25,150945
528,86,2023-02-16,180261
529,191,2023-02-25,156499
530,225,2023-02-19,79605
531,336,2023-02-12,139637
532,304,2023-02-18,126068
533,451,2023-03-14,104031
534,381,2023-01-18,58489
535,190,2023-02-17,92766
536,93,2023-03-25,123267
537,98,2023-02-16,96503
538,147,2023-03-07,74857
539,236,2023-02-19,111613
540,79,2023-02-28,104167
541,143,2023-02-12,73476
542,209,2023-03-05,146549
543,60,2023-01-27,150846
544,174,2023-03-22,138977
545,275,2023-03-06,55649
546,138,2023-01-27,181689
547,44,2023-02-26,168711
548,226,2023-01-18,48518
549,500,2023-03-06,109003
550,195,2023-01-10,179128
551,284,2023-01-21,174904
552,296,2023-01-27,10000
553,134,2023-01-25,90981
554,372,2023-03-20,79809
555,304,2023-03-25,99947
556,372,2023-02-24,122660
557,451,2023-01-14,184611
558,122,2023-03-01,133669
559,146,2023-02-19,135293
560,339,2023-01-13,76190
561,274,2023-02-19,157354
562,38,2023-03-20,133496
563,163,2023-03-05,110276
564,199,2023-01-03,146097
565,273,2023-01-29,102319
566,45,2023-01-26,49647
567,226,2023-03-01,64658
568,418,2023-02-20,189309
569,427,2023-01-31,134469
570,416,2023-01-24,132740
571,492,2023-01-02,251581
572,359,2023-03-26,80651
573,166,2023-02-05,108688
574,376,2023-01-26,98118
575,373,2023-03-14,74240
576,111,2023-03-03,133160
577,488,2023-01-29,111987
578,34,2023-02-28,139682
579,99,2023-01-05,10000
580,100,2023-02-13,150170
581,417,2023-03-07,158201
582,112,2023-01-13,171588
583,109,2023-01-07,103962
584,368,2023-02-12,134861
585,319,2023-03-03,76864
586,307,2023-01-02,21472
587,247,2023-02-14,217207
588,138,2023-03-02,134204
589,421,2023-01-30,125632
590,462,2023-02-17,165828
591,341,2023-02-03,58582
592,453,2023-01-13,80906
593,164,2023-03-25,201941
594,94,2023-01-20,147471
595,342,2023-01-03,227830
596,475,2023-03-27,138189
597,79,2023-01-21,211335
598,82,2023-03-29,122949
599,427,2023-01-10,134486
600,428,2023-02-10,106614
601,216,2023-03-08,150333
602,44,2023-01-05,118332
603,452,2023-01-29,69880
604,133,2023-02-02,79145
605,461,2023-03-16,157495
606,355,2023-02-27,72389
607,248,2023-01-15,106332
608,91,2023-02-08,68652
609,233,2023-03-19,140122
610,392,2023-03-26,106617
611,59,2023-03-23,187187
612,189,2023-03-20,131881
613,381,2023-03-08,161526
614,39,2023-03-10,71367
615,63,2023-02-26,154498
616,267,2023-01-04,10000
617,130,2023-01-30,167541
618,428,2023-03-26,123795
619,293,2023-02-03,170740
620,217,2023-03-13,33523
621,122,2023-02-27,113756
622,327,2023-01-07,32532
623,27,2023-02-01,102941
624,190,2023-02-01,90821
625,272,2023-01-21,68941
626,309,2023-02-20,37688
627,338,2023-01-23,150434
628,459,2023-01-10,156937
629,470,2023-01-16,110476
630,310,2023-03-07,165819
631,222,2023-03-17,126568
632,187,2023-02-22,110867
633,138,2023-02-12,98692
634,52,2023-03-15,180313
635,172,2023-03-15,92178
636,315,2023-01-13,133221
637,217,2023-02-13,117480
638,41,2023-03-31,83421
639,153,2023-03-18,145806
640,319,2023-02-04,55961
641,239,2023-03-09,136123
642,29,2023-02-25,10000
643,392,2023-01-11,60074
644,277,2023-01-20,91439
645,337,2023-02-15,127865
646,152,2023-01-06,166127
647,207,2023-01-09,80493
648,112,2023-01-09,121613
649,28,2023-03-17,89858
650,141,2023-02-14,131659
651,182,2023-03-28,174946
652,206,2023-03-02,217260
653,50,2023-02-23,163033
654,405,2023-02-26,161608
655,114,2023-02-27,62238
656,164,2023-01-02,136343
657,362,2023-03-25,87644
658,48,2023-01-15,108924
659,377,2023-03-28,177897
660,146,2023-02-27,115531
661,94,2023-03-09,97299
662,439,2023-02-15,67940
663,152,2023-03-30,114863
664,320,2023-01-16,114235
665,150,2023-03-12,192805
666,444,2023-03-31,87348
667,210,2023-01-30,162922
668,242,2023-03-09,201770
669,59,2023-01-23,101899
670,434,2023-03-04,23225
671,329,2023-02-12,101925
672,182,2023-03-06,201434
673,104,2023-02-06,116690
674,172,2023-03-20,134706
675,493,2023-02-22,187226
676,124,2023-02-13,129710
677,162,2023-03-05,10000
678,120,2023-03-30,199209
679,296,2023-01-05,66461
680,444,2023-03-29,155294
681,412,2023-03-04,152939
682,220,2023-02-15,141873
683,500,2023-03-22,46973
684,40,2023-02-03,170900
685,486,2023-02-15,107411
686,70,2023-02-11,10000
687,255,2023-02-11,84056
688,176,2023-02-04,79253
689,41,2023-02-14,142009
690,28,2023-01-07,43862
691,236,2023-03-07,31802
692,406,2023-02-14,138061
693,18,2023-03-09,194104
694,419,2023-03-04,143154
695,452,2023-02-10,90046
696,11,2023-03-23,104177
697,33,2023-03-17,114551
698,470,2023-02-24,125239
699,79,2023-01-26,170608
700,265,2023-02-07,81556
701,130,2023-02-06,190241
702,481,2023-01-12,212385
703,108,2023-02-02,134342
704,251,2023-01-28,239200
705,316,2023-01-20,143128
706,449,2023-03-05,140230
707,440,2023-02-10,228410
708,182,2023-03-23,89938
709,164,2023-01-02,226589
710,336,2023-02-23,83934
711,218,2023-02-08,139675
712,477,2023-03-07,174794
713,44,2023-01-17,117518
714,453,2023-03-25,125128
715,237,2023-01-04,72502
716,47,2023-02-02,136488
717,361,2023-03-27,179299
718,32,2023-03-28,137915
719,336,2023-03-31,190512
720,452,2023-02-28,126408
721,407,2023-03-06,165699
722,117,2023-02-01,125992
723,498,2023-01-03,217765
724,335,2023-01-05,105151
725,210,2023-01-19,141969
726,122,2023-01-06,178532
727,182,2023-02-11,53513
728,465,2023-01-04,200495
729,242,2023-03-31,159722
730,449,2023-01-27,145033
731,37,2023-02-12,152901
732,481,2023-02-28,166259
733,355,2023-02-04,113829
734,188,2023-03-20,147767
735,358,2023-02-05,74611
736,468,2023-01-18,111596
737,421,2023-01-13,154575
738,114,2023-03-04,109667
739,104,2023-01-19,180915
740,312,2023-03-07,85667
741,472,2023-01-03,89972
742,437,2023-02-02,121989
743,151,2023-03-07,88718
744,496,2023-01-24,204030
745,185,2023-03-20,191436
746,104,2023-01-03,18130
747,228,2023-03-28,156099
748,128,2023-01-30,116418
749,133,2023-02-20,125378
750,276,2023-02-26,89262
751,147,2023-03-25,150826
752,7,2023-02-15,131132
753,443,2023-01-16,165361
754,346,2023-02-18,82643
755,121,2023-01-09,58319
756,157,2023-03-02,101418
757,54,2023-01-02,51696
758,288,2023-03-02,88540
759,435,2023-02-25,186967
760,377,2023-03-27,115807
761,414,2023-02-28,131384
762,425,2023-01-08,201092
763,355,2023-01-01,212001
764,301,2023-03-27,111740
765,199,2023-03-17,105450
766,115,2023-02-12,119133
767,364,2023-01-31,80241
768,444,2023-03-19,157581
769,426,2023-01-27,120323
770,227,2023-02-09,114618
771,139,2023-02-20,117454
772,187,2023-03-26,87973
773,414,2023-01-03,146608
774,177,2023-03-16,40205
775,431,2023-01-21,81985
776,193,2023-02-07,15948
777,238,2023-02-13,41725
778,75,2023-03-04,53237
779,368,2023-02-22,101529
780,92,2023-03-22,90763
781,62,2023-02-21,185935
782,226,2023-02-03,124994
783,349,2023-02-01,101628
784,460,2023-03-10,96554
785,493,2023-03-09,63893
786,233,2023-02-26,124598
787,164,2023-03-02,164424
788,119,2023-01-02,191511
789,213,2023-01-06,208780
790,180,2023-03-05,98908
791,13,2023-01-17,68969
792,487,2023-03-01,148651
793,160,2023-02-17,127662
794,308,2023-03-07,141910
795,234,2023-01-15,183526
796,414,2023-03-29,162677
797,490,2023-03-27,145143
798,155,2023-01-07,124001
799,146,2023-02-01,56756
800,143,2023-03-04,137059
801,238,2023-01-31,97629
802,335,2023-02-08,125030
803,436,2023-02-15,97464
804,291,2023-03-28,170129
805,158,2023-02-06,60196
806,128,2023-02-04,120430
807,169,2023-02-10,120375
808,94,2023-01-12,170282
809,83,2023-01-18,169824
810,129,2023-01-12,157060
811,392,2023-03-28,72266
812,136,2023-03-30,47210
813,349,2023-01-19,142008
814,63,2023-03-01,110164
815,183,2023-02-27,161870
816,417,2023-03-18,136672
817,92,2023-01-19,105578
818,287,2023-01-23,109296
819,412,2023-02-21,138508
820,292,2023-02-08,93246
821,455,2023-02-07,138865
822,242,2023-02-04,64219
823,302,2023-01-23,83435
824,19,2023-02-12,157480
825,10,2023-02-02,106657
826,222,2023-02-25,127016
827,207,2023-03-08,77081
828,291,2023-03-21,65379
829,34,2023-02-05,114919
830,19,2023-01-20,89953
831,179,2023-03-03,143435
832,290,2023-01-11,91283
833,228,2023-02-28,112296
834,42,2023-02-15,156653
835,199,2023-02-27,69865
836,330,2023-01-28,151534
837,415,2023-02-18,122095
838,351,2023-03-27,98301
839,234,2023-02-07,139175
840,239,2023-02-05,202008
841,61,2023-01-15,111933
842,297,2023-02-21,111870
843,280,2023-01-28,121793
844,490,2023-03-28,66702
845,234,2023-03-04,66618
846,212,2023-01-30,95693
847,419,2023-03-24,135645
848,261,2023-03-28,191124
849,235,2023-03-19,95111
850,493,2023-03-20,85139
851,80,2023-03-14,133588
852,166,2023-03-09,97948
853,234,2023-01-09,161030
854,239,2023-03-22,140944
855,139,2023-03-18,114784
856,423,2023-02-23,132100
857,231,2023-03-24,111572
858,440,2023-02-28,58454
859,361,2023-02-04,76297
860,402,2023-01-07,112684
861,196,2023-02-20,151232
862,244,2023-03-22,139869
863,407,2023-01-04,212963
864,143,2023-03-17,184408
865,258,2023-03-03,164226
866,274,2023-02-02,139028
867,482,2023-02-16,120560
868,41,2023-01-27,71831
869,113,2023-02-20,12589
870,270,2023-03-16,37010
871,72,2023-01-13,163438
872,141,2023-02-12,172119
873,473,2023-01-12,72145
874,113,2023-01-25,79491
875,279,2023-02-08,187252
876,125,2023-03-27,92330
877,126,2023-03-01,170678
878,83,2023-03-16,90074
879,155,2023-01-01,10000
880,173,2023-01-20,135425
881,105,2023-03-25,35219
882,50,2023-03-01,134199
883,374,2023-02-02,96595
884,414,2023-01-30,124779
885,293,2023-02-03,72299
886,276,2023-03-13,104718
887,214,2023-02-26,118604
888,167,2023-02-17,34850
889,97,2023-02-28,125291
890,12,2023-01-06,101734
891,273,2023-01-02,188549
892,201,2023-02-03,154115
893,193,2023-03-31,137091
894,480,2023-02-08,131216
895,273,2023-01-04,120543
896,148,2023-01-15,172127
897,235,2023-03-20,80647
898,315,2023-02-18,122247
899,36,2023-03-22,114383
900,442,2023-02-12,39830
901,417,2023-01-28,138543
902,345,2023-01-20,129151
903,297,2023-02-23,59429
904,94,2023-01-21,131954
905,352,2023-02-14,61952
906,281,2023-03-15,114255
907,62,2023-02-02,88135
908,475,2023-03-28,183847
909,462,2023-01-22,102821
910,63,2023-03-15,83145
911,470,2023-01-08,132084
912,13,2023-01-06,117073
913,210,2023-02-08,124704
914,117,2023-03-08,161482
915,426,2023-01-17,135129
916,432,2023-01-19,134392
917,402,2023-01-10,165484
918,319,2023-01-09,168098
919,167,2023-01-06,10000
920,58,2023-02-20,99150
921,355,2023-03-13,105019
922,96,2023-03-06,105542
923,100,2023-03-04,172054
924,134,2023-01-05,165781
925,471,2023-01-13,132036
926,416,2023-03-29,91318
927,497,2023-01-06,133032
928,418,2023-03-17,60932
929,266,2023-01-04,134955
930,247,2023-03-20,34961
931,415,2023-03-16,211579
932,19,2023-03-10,59124
933,166,2023-02-01,133495
934,145,2023-01-24,73077
935,8,2023-01-14,142787
936,276,2023-03-22,51762
937,357,2023-03-21,140991
938,376,2023-03-21,133550
939,436,2023-01-24,170935
940,63,2023-03-02,176710
941,500,2023-01-06,26395
942,82,2023-03-02,166080
943,498,2023-01-06,173556
944,310,2023-02-11,72678
945,208,2023-03-06,60189
946,229,2023-02-04,168189
947,271,2023-01-01,80963
948,342,2023-03-19,50975
949,369,2023-03-21,29886
950,417,2023-03-21,89812
951,491,2023-01-17,103496
952,408,2023-01-04,199982
953,98,2023-01-27,139997
954,190,2023-02-19,192417
955,266,2023-03-04,114398
956,450,2023-01-17,93539
957,224,2023-01-12,141016
958,402,2023-01-28,142228
959,476,2023-03-30,94461
960,95,2023-03-15,119283
961,480,2023-01-30,127686
962,32,2023-03-08,163106
963,489,2023-03-04,129037
964,74,2023-03-25,139749
965,264,2023-03-27,84404
966,297,2023-02-20,77224
967,129,2023-02-04,156684
968,51,2023-02-11,106265
969,482,2023-03-29,151860
970,56,2023-02-23,47107
971,382,2023-03-08,194002
972,73,2023-01-20,173288
973,330,2023-01-31,80162
974,242,2023-01-12,169930
975,447,2023-03-20,78775
976,248,2023-02-13,199359
977,73,2023-01-22,122641
978,193,2023-02-22,226487
979,43,2023-03-01,87285
980,12,2023-01-11,176313
981,66,2023-02-16,114986
982,109,2023-03-16,174947
983,369,2023-01-13,148384
984,382,2023-01-27,64601
985,438,2023-03-19,159000
986,341,2023-03-05,197027
987,411,2023-02-06,132307
988,341,2023-01-18,145616
989,282,2023-02-02,111154
990,474,2023-02-18,151687
991,132,2023-02-20,102515
992,52,2023-02-19,70337
993,206,2023-01-13,145694
994,323,2023-03-24,92729
995,120,2023-01-09,112681
996,421,2023-03-28,174484
997,345,2023-03-11,142926
