id_cliente,nombre_cliente,segmento,region,ciudad
133,Cliente_133,Empresa,Centro,Santiago
134,Cliente_134,Retail,Sur,Concepcion
135,Cliente_135,Empresa,Sur,Concepcion
136,Cliente_136,Retail,Sur,Concepcion
137,Cliente_137,Retail,Sur,Temuco
138,Cliente_138,Retail,Norte,Arica
139,Cliente_139,Retail,Norte,Antofagasta
140,Cliente_140,Empresa,Sur,PuertoMontt
141,Cliente_141,Empresa,Norte,Arica
142,Cliente_142,Retail,Centro,Rancagua
143,Cliente_143,Retail,Sur,PuertoMontt
144,Cliente_144,Empresa,Sur,PuertoMontt
145,Cliente_145,Retail,Norte,Antofagasta
146,Cliente_146,Retail,Sur,Concepcion
147,Cliente_147,Retail,Centro,Valparaiso
148,Cliente_148,Empresa,Norte,Antofagasta
149,Cliente_149,Retail,Norte,Iquique
150,Cliente_150,Empresa,Centro,Valparaiso
151,Cliente_151,Empresa,Norte,Arica
152,Cliente_152,Retail,Norte,Arica
153,Cliente_153,Retail,Norte,Iquique
154,Cliente_154,Empresa,Sur,Temuco
155,Cliente_155,Empresa,Norte,Antofagasta
156,Cliente_156,Empresa,Centro,Santiago
157,Cliente_157,Retail,Norte,Arica
158,Cliente_158,Retail,Centro,Santiago
159,Cliente_159,Retail,Centro,Rancagua
160,Cliente_160,Retail,Sur,PuertoMontt
161,Cliente_161,Retail,Sur,PuertoMontt
162,Cliente_162,Retail,Sur,Temuco
163,Cliente_163,Empresa,Sur,Temuco
164,Cliente_164,Empresa,Norte,Antofagasta
165,Cliente_165,Retail,Norte,Arica
166,Cliente_166,Empresa,Norte,Iquique
167,Cliente_167,Retail,Norte,Antofagasta
168,Cliente_168,Retail,Sur,Temuco
169,Cliente_169,Retail,Centro,Santiago
170,Cliente_170,Empresa,Sur,PuertoMontt
171,Cliente_171,Retail,Sur,PuertoMontt
172,Cliente_172,Empresa,Sur,Concepcion
173,Cliente_173,Empresa,Sur,PuertoMontt
174,Cliente_174,Empresa,Sur,Concepcion
175,Cliente_175,Empresa,Centro,Valparaiso
176,Cliente_176,Empresa,Norte,Arica
177,Cliente_177,Retail,Sur,Temuco
178,Cliente_178,Retail,Sur,Temuco
179,Cliente_179,Empresa,Centro,Valparaiso
180,Cliente_180,Retail,Sur,Temuco
181,Cliente_181,Retail,Norte,Arica
182,Cliente_182,Empresa,Norte,Iquique
183,Cliente_183,Retail,Centro,Valparaiso
184,Cliente_184,Retail,Centro,Rancagua
185,Cliente_185,Empresa,Centro,Santiago
186,Cliente_186,Empresa,Norte,Antofagasta
187,Cliente_187,Retail,Sur,Temuco
188,Cliente_188,Retail,Norte,Arica
189,Cliente_189,Retail,Norte,Iquique
190,Cliente_190,Retail,Centro,Santiago
191,Cliente_191,Retail,Norte,Antofagasta
192,Cliente_192,Retail,Sur,Temuco
193,Cliente_193,Retail,Centro,Rancagua
194,Cliente_194,Empresa,Norte,Arica
195,Cliente_195,Empresa,Centro,Santiago
196,Cliente_196,Empresa,Norte,Arica
197,Cliente_197,Empresa,Sur,Concepcion
198,Cliente_198,Retail,Sur,PuertoMontt
199,Cliente_199,Retail,Centro,Rancagua
200,Cliente_200,Retail,Norte,Arica
201,Cliente_201,Empresa,Centro,Rancagua
202,Cliente_202,Retail,Centro,Rancagua
203,Cliente_203,Retail,Centro,Rancagua
204,Cliente_204,Retail,Centro,Santiago
205,Cliente_205,Empresa,Sur,Concepcion
206,Cliente_206,Retail,Sur,Concepcion
207,Cliente_207,Retail,Norte,Antofagasta
208,Cliente_208,Empresa,Norte,Arica
209,Cliente_209,Retail,Sur,Temuco
210,Cliente_210,Retail,Norte,Arica
211,Cliente_211,Empresa,Norte,Antofagasta
212,Cliente_212,Retail,Norte,Iquique
213,Cliente_213,Empresa,Norte,Arica
214,Cliente_214,Retail,Norte,Antofagasta
215,Cliente_215,Empresa,Norte,Arica
216,Cliente_216,Retail,Sur,Concepcion
217,Cliente_217,Retail,Sur,Temuco
218,Cliente_218,Retail,Centro,Rancagua
219,Cliente_219,Retail,Centro,Valparaiso
220,Cliente_220,Empresa,Norte,Arica
221,Cliente_221,Empresa,Centro,Santiago
222,Cliente_222,Retail,Norte,Arica
223,Cliente_223,Empresa,Centro,Valparaiso
224,Cliente_224,Empresa,Sur,Concepcion
225,Cliente_225,Empresa,Centro,Rancagua
226,Cliente_226,Retail,Norte,Arica
227,Cliente_227,Retail,Sur,Concepcion
228,Cliente_228,Empresa,Norte,Antofagasta
229,Cliente_229,Retail,Norte,Antofagasta
230,Cliente_230,Retail,Norte,Arica
231,Cliente_231,Empresa,Sur,PuertoMontt
232,Cliente_232,Empresa,Centro,Santiago
233,Cliente_233,Retail,Centro,Santiago
234,Cliente_234,Retail,Centro,Rancagua
235,Cliente_235,Empresa,Norte,Arica
236,Cliente_236,Empresa,Centro,Valparaiso
237,Cliente_237,Retail,Norte,Iquique
238,Cliente_238,Empresa,Centro,Valparaiso
239,Cliente_239,Retail,Sur,Temuco
240,Cliente_240,Empresa,Sur,PuertoMontt
241,Cliente_241,Retail,Centro,Santiago
242,Cliente_242,Retail,Centro,Valparaiso
243,Cliente_243,Retail,Norte,Arica
244,Cliente_244,Retail,Norte,Arica
245,Cliente_245,Retail,Norte,Iquique
246,Cliente_246,Retail,Sur,Temuco
247,Cliente_247,Retail,Norte,Iquique
248,Cliente_248,Empresa,Norte,Iquique
249,Cliente_249,Retail,Norte,Arica
250,Cliente_250,Empresa,Sur,PuertoMontt
251,Cliente_251,Empresa,Centro,Rancagua
252,Cliente_252,Empresa,Sur,PuertoMontt
253,Cliente_253,Retail,Centro,Santiago
254,Cliente_254,Retail,Norte,Iquique
255,Cliente_255,Empresa,Norte,Arica
256,Cliente_256,Empresa,Sur,Concepcion
257,Cliente_257,Empresa,Norte,Antofagasta
258,Cliente_258,Empresa,Sur,PuertoMontt
259,Cliente_259,Retail,Sur,Temuco
260,Cliente_260,Empresa,Sur,PuertoMontt
261,Cliente_261,Retail,Norte,Iquique
262,Cliente_262,Retail,Sur,Concepcion
263,Cliente_263,Retail,Centro,Valparaiso
264,Cliente_264,Empresa,Sur,PuertoMontt
265,Cliente_265,Retail,Centro,Rancagua
266,Cliente_266,Retail,Centro,Rancagua
267,Cliente_267,Empresa,Centro,Santiago
268,Cliente_268,Empresa,Sur,PuertoMontt
269,Cliente_269,Retail,Centro,Santiago
270,Cliente_270,Retail,Norte,Iquique
271,Cliente_271,Empresa,Sur,PuertoMontt
272,Cliente_272,Empresa,Norte,Arica
273,Cliente_273,Empresa,Centro,Valparaiso
274,Cliente_274,Retail,Centro,Valparaiso
275,Cliente_275,Empresa,Centro,Santiago
276,Cliente_276,Empresa,Norte,Iquique
277,Cliente_277,Empresa,Norte,Arica
278,Cliente_278,Retail,Norte,Iquique
279,Cliente_279,Empresa,Centro,Valparaiso
280,Cliente_280,Empresa,Centro,Santiago
281,Cliente_281,Empresa,Sur,Temuco
282,Cliente_282,Retail,Norte,Antofagasta
283,Cliente_283,Retail,Norte,Antofagasta
284,Cliente_284,Retail,Norte,Iquique
285,Cliente_285,Retail,Sur,Concepcion
286,Cliente_286,Retail,Sur,Temuco
287,Cliente_287,Empresa,Norte,Antofagasta
288,Cliente_288,Retail,Norte,Antofagasta
289,Cliente_289,Empresa,Sur,Concepcion
290,Cliente_290,Retail,Centro,Rancagua
291,Cliente_291,Retail,Sur,Concepcion
292,Cliente_292,Retail,Sur,Concepcion
293,Cliente_293,Empresa,Centro,Valparaiso
294,Cliente_294,Empresa,Sur,Concepcion
295,Cliente_295,Empresa,Centro,Rancagua
296,Cliente_296,Empresa,Centro,Santiago
297,Cliente_297,Empresa,Centro,Rancagua
298,Cliente_298,Retail,Norte,Antofagasta
299,Cliente_299,Retail,Centro,Valparaiso
300,Cliente_300,Empresa,Sur,Temuco
301,Cliente_301,Retail,Centro,Rancagua
302,Cliente_302,Empresa,Norte,Arica
303,Cliente_303,Empresa,Sur,PuertoMontt
304,Cliente_304,Retail,Norte,Iquique
305,Cliente_305,Retail,Centro,Rancagua
306,Cliente_306,Retail,Sur,PuertoMontt
307,Cliente_307,Empresa,Norte,Antofagasta
308,Cliente_308,Empresa,Sur,PuertoMontt
309,Cliente_309,Retail,Norte,Antofagasta
310,Cliente_310,Retail,Centro,Rancagua
311,Cliente_311,Empresa,Sur,PuertoMontt
312,Cliente_312,Empresa,Centro,Santiago
313,Cliente_313,Empresa,Centro,Rancagua
314,Cliente_314,Empresa,Centro,Santiago
315,Cliente_315,Empresa,Norte,Arica
316,Cliente_316,Empresa,Sur,Temuco
317,Cliente_317,Retail,Centro,Santiago
318,Cliente_318,Retail,Sur,Concepcion
319,Cliente_319,Empresa,Centro,Santiago
320,Cliente_320,Empresa,Sur,Concepcion
321,Cliente_321,Empresa,Sur,PuertoMontt
322,Cliente_322,Empresa,Centro,Valparaiso
323,Cliente_323,Empresa,Centro,Santiago
324,Cliente_324,Retail,Centro,Valparaiso
325,Cliente_325,Retail,Centro,Santiago
326,Cliente_326,Empresa,Sur,PuertoMontt
327,Cliente_327,Empresa,Norte,Antofagasta
328,Cliente_328,Retail,Norte,Antofagasta
329,Cliente_329,Empresa,Sur,Temuco
330,Cliente_330,Empresa,Norte,Antofagasta
331,Cliente_331,Empresa,Sur,Temuco
332,Cliente_332,Retail,Norte,Arica
333,Cliente_333,Empresa,Centro,Rancagua
334,Cliente_334,Empresa,Norte,Iquique
335,Cliente_335,Retail,Sur,Temuco
336,Cliente_336,Retail,Centro,Santiago
337,Cliente_337,Retail,Centro,Santiago
338,Cliente_338,Retail,Sur,PuertoMontt
339,Cliente_339,Retail,Centro,Valparaiso
340,Cliente_340,Empresa,Norte,Arica
341,Cliente_341,Empresa,Sur,Concepcion
342,Cliente_342,Retail,Sur,Concepcion
343,Cliente_343,Empresa,Sur,PuertoMontt
344,Cliente_344,Retail,Centro,Rancagua
345,Cliente_345,Retail,Sur,PuertoMontt
346,Cliente_346,Retail,Centro,Valparaiso
347,Cliente_347,Empresa,Norte,Iquique
348,Cliente_348,Retail,Norte,Arica
349,Cliente_349,Retail,Sur,Temuco
350,Cliente_350,Empresa,Sur,PuertoMontt
351,Cliente_351,Retail,Sur,Concepcion
352,Cliente_352,Retail,Sur,PuertoMontt
353,Cliente_353,Empresa,Norte,Antofagasta
354,Cliente_354,Retail,Norte,Antofagasta
355,Cliente_355,Empresa,Centro,Santiago
356,Cliente_356,Retail,Centro,Valparaiso
357,Cliente_357,Empresa,Sur,Temuco
358,Cliente_358,Retail,Norte,Arica
359,Cliente_359,Empresa,Norte,Iquique
360,Cliente_360,Empresa,Sur,Concepcion
361,Cliente_361,Retail,Norte,Antofagasta
362,Cliente_362,Empresa,Norte,Arica
363,Cliente_363,Retail,Centro,Rancagua
364,Cliente_364,Retail,Centro,Valparaiso
365,Cliente_365,Retail,Norte,Antofagasta
366,Cliente_366,Retail,Norte,Arica
367,Cliente_367,Empresa,Norte,Antofagasta
368,Cliente_368,Retail,Centro,Valparaiso
369,Cliente_369,Empresa,Norte,Arica
370,Cliente_370,Retail,Sur,Concepcion
371,Cliente_371,Empresa,Centro,Rancagua
372,Cliente_372,Empresa,Sur,Temuco
373,Cliente_373,Empresa,Norte,Antofagasta
374,Cliente_374,Retail,Sur,Concepcion
375,Cliente_375,Empresa,Sur,PuertoMontt
376,Cliente_376,Retail,Norte,Arica
377,Cliente_377,Empresa,Centro,Valparaiso
378,Cliente_378,Retail,Centro,Santiago
379,Cliente_379,Retail,Sur,PuertoMontt
380,Cliente_380,Retail,Centro,Rancagua
381,Cliente_381,Empresa,Norte,Iquique
382,Cliente_382,Retail,Norte,Antofagasta
383,Cliente_383,Empresa,Sur,Temuco
384,Cliente_384,Retail,Norte,Antofagasta
385,Cliente_385,Empresa,Sur,PuertoMontt
386,Cliente_386,Empresa,Sur,Temuco
387,Cliente_387,Retail,Sur,PuertoMontt
388,Cliente_388,Empresa,Centro,Valparaiso
389,Cliente_389,Empresa,Centro,Santiago
390,Cliente_390,Retail,Norte,Antofagasta
391,Cliente_391,Empresa,Sur,Temuco
392,Cliente_392,Empresa,Norte,Antofagasta
393,Cliente_393,Empresa,Centro,Rancagua
394,Cliente_394,Retail,Sur,Temuco
395,Cliente_395,Empresa,Sur,Temuco
396,Cliente_396,Empresa,Norte,Arica
397,Cliente_397,Empresa,Centro,Valparaiso
398,Cliente_398,Retail,Centro,Santiago
399,Cliente_399,Retail,Norte,Antofagasta
400,Cliente_400,Retail,Norte,Arica
401,Cliente_401,Retail,Norte,Antofagasta
402,Cliente_402,Empresa,Norte,Antofagasta
403,Cliente_403,Empresa,Norte,Arica
404,Cliente_404,Empresa,Norte,Antofagasta
405,Cliente_405,Retail,Norte,Arica
406,Cliente_406,Empresa,Centro,Rancagua
407,Cliente_407,Empresa,Norte,Iquique
408,Cliente_408,Retail,Sur,PuertoMontt
409,Cliente_409,Empresa,Norte,Arica
410,Cliente_410,Empresa,Centro,Santiago
411,Cliente_411,Empresa,Norte,Antofagasta
412,Cliente_412,Retail,Norte,Arica
413,Cliente_413,Retail,Centro,Valparaiso
414,Cliente_414,Empresa,Sur,Temuco
415,Cliente_415,Retail,Norte,Arica
416,Cliente_416,Empresa,Sur,Temuco
417,Cliente_417,Retail,Centro,Santiago
418,Cliente_418,Retail,Centro,Santiago
419,Cliente_419,Empresa,Centro,Santiago
420,Cliente_420,Empresa,Sur,Concepcion
421,Cliente_421,Empresa,Sur,Temuco
422,Cliente_422,Retail,Norte,Iquique
423,Cliente_423,Empresa,Centro,Rancagua
424,Cliente_424,Empresa,Centro,Valparaiso
425,Cliente_425,Retail,Centro,Rancagua
426,Cliente_426,Empresa,Norte,Antofagasta
427,Cliente_427,Empresa,Centro,Rancagua
428,Cliente_428,Retail,Norte,Arica
429,Cliente_429,Retail,Sur,Concepcion
430,Cliente_430,Empresa,Norte,Arica
431,Cliente_431,Retail,Sur,PuertoMontt
432,Cliente_432,Empresa,Sur,Temuco
433,Cliente_433,Retail,Sur,PuertoMontt
434,Cliente_434,Empresa,Sur,PuertoMontt
435,Cliente_435,Retail,Centro,Valparaiso
436,Cliente_436,Empresa,Norte,Arica
437,Cliente_437,Empresa,Centro,Rancagua
438,Cliente_438,Empresa,Sur,Concepcion
439,Cliente_439,Retail,Centro,Santiago
440,Cliente_440,Retail,Norte,Antofagasta
441,Cliente_441,Retail,Centro,Rancagua
442,Cliente_442,Retail,Norte,Iquique
443,Cliente_443,Retail,Sur,PuertoMontt
444,Cliente_444,Retail,Sur,Temuco
445,Cliente_445,Empresa,Norte,Antofagasta
446,Cliente_446,Retail,Norte,Arica
447,Cliente_447,Retail,Norte,Antofagasta
448,Cliente_448,Retail,Centro,Rancagua
449,Cliente_449,Retail,Centro,Valparaiso
450,Cliente_450,Retail,Centro,Santiago
451,Cliente_451,Retail,Norte,Arica
452,Cliente_452,Retail,Centro,Santiago
453,Cliente_453,Retail,Norte,Arica
454,Cliente_454,Retail,Centro,Rancagua
455,Cliente_455,Retail,Centro,Santiago
456,Cliente_456,Retail,Sur,PuertoMontt
457,Cliente_457,Empresa,Centro,Valparaiso
458,Cliente_458,Empresa,Centro,Santiago
459,Cliente_459,Retail,Norte,Iquique
460,Cliente_460,Retail,Centro,Valparaiso
461,Cliente_461,Retail,Sur,Concepcion
462,Cliente_462,Retail,Norte,Antofagasta
463,Cliente_463,Retail,Centro,Santiago
464,Cliente_464,Empresa,Sur,PuertoMontt
465,Cliente_465,Retail,Norte,Arica
466,Cliente_466,Retail,Norte,Iquique
467,Cliente_467,Empresa,Norte,Antofagasta
468,Cliente_468,Empresa,Sur,PuertoMontt
469,Cliente_469,Empresa,Norte,Iquique
470,Cliente_470,Empresa,Centro,Valparaiso
471,Cliente_471,Empresa,Centro,Valparaiso
472,Cliente_472,Empresa,Centro,Santiago
473,Cliente_473,Retail,Sur,PuertoMontt
474,Cliente_474,Retail,Centro,Santiago
475,Cliente_475,Empresa,Centro,Rancagua
476,Cliente_476,Empresa,Norte,Arica
477,Cliente_477,Retail,Centro,Rancagua
478,Cliente_478,Retail,Sur,Temuco
479,Cliente_479,Empresa,Sur,Temuco
480,Cliente_480,Retail,Norte,Iquique
481,Cliente_481,Retail,Norte,Antofagasta
482,Cliente_482,Empresa,Norte,Antofagasta
483,Cliente_483,Empresa,Norte,Arica
484,Cliente_484,Empresa,Norte,Antofagasta
485,Cliente_485,Empresa,Centro,Valparaiso
486,Cliente_486,Empresa,Sur,Concepcion
487,Cliente_487,Empresa,Centro,Valparaiso
488,Cliente_488,Retail,Sur,Concepcion
489,Cliente_489,Retail,Sur,Temuco
490,Cliente_490,Retail,Sur,Concepcion
491,Cliente_491,Empresa,Norte,Iquique
492,Cliente_492,Retail,Norte,Arica
493,Cliente_493,Retail,Centro,Rancagua
494,Cliente_494,Retail,Norte,Iquique
495,Cliente_495,Empresa,Sur,Concepcion
496,Cliente_496,Empresa,Norte,Arica
497,Cliente_497,Empresa,Centro,Santiago
498,Cliente_498,Empresa,Norte,Antofagasta
499,Cliente_499,Empresa,Norte,Arica
500,Cliente_500,Empresa,Centro,Santiago
501,Cliente_501,Retail,Centro,Rancagua
502,Cliente_502,Empresa,Sur,PuertoMontt
503,Cliente_503,Retail,Norte,Antofagasta
504,Cliente_504,Retail,Sur,PuertoMontt
505,Cliente_505,Retail,Sur,PuertoMontt
506,Cliente_506,Empresa,Centro,Santiago
507,Cliente_507,Empresa,Sur,PuertoMontt
508,Cliente_508,Empresa,Sur,Temuco
509,Cliente_509,Empresa,Sur,Concepcion
510,Cliente_510,Empresa,Sur,PuertoMontt
511,Cliente_511,Retail,Norte,Arica
512,Cliente_512,Empresa,Centro,Valparaiso
513,Cliente_513,Retail,Centro,Santiago
514,Cliente_514,Retail,Sur,Temuco
515,Cliente_515,Retail,Norte,Antofagasta
516,Cliente_516,Empresa,Centro,Rancagua
517,Cliente_517,Retail,Centro,Santiago
518,Cliente_518,Empresa,Norte,Antofagasta
519,Cliente_519,Retail,Norte,Antofagasta
520,Cliente_520,Retail,Norte,Iquique
521,Cliente_521,Retail,Sur,PuertoMontt
522,Cliente_522,Retail,Sur,Concepcion
523,Cliente_523,Empresa,Sur,Temuco
524,Cliente_524,Retail,Norte,Antofagasta
525,Cliente_525,Retail,Sur,PuertoMontt
526,Cliente_526,Empresa,Centro,Valparaiso
527,Cliente_527,Empresa,Centro,Rancagua
528,Cliente_528,Retail,Centro,Valparaiso
529,Cliente_529,Retail,Sur,PuertoMontt
530,Cliente_530,Retail,Centro,Valparaiso
531,Cliente_531,Retail,Centro,Santiago
532,Cliente_532,Empresa,Sur,PuertoMontt
533,Cliente_533,Empresa,Centro,Valparaiso
534,Cliente_534,Empresa,Sur,Temuco
535,Cliente_535,Retail,Centro,Valparaiso
536,Cliente_536,Empresa,Centro,Santiago
537,Cliente_537,Empresa,Sur,PuertoMontt
538,Cliente_538,Empresa,Norte,Antofagasta
539,Cliente_539,Empresa,Norte,Iquique
540,Cliente_540,Retail,Sur,Temuco
541,Cliente_541,Empresa,Centro,Rancagua
542,Cliente_542,Retail,Norte,Arica
543,Cliente_543,Empresa,Sur,Concepcion
544,Cliente_544,Empresa,Centro,Rancagua
545,Cliente_545,Retail,Norte,Arica
546,Cliente_546,Empresa,Norte,Arica
547,Cliente_547,Retail,Centro,Valparaiso
548,Cliente_548,Empresa,Norte,Iquique
549,Cliente_549,Empresa,Norte,Arica
550,Cliente_550,Empresa,Sur,PuertoMontt
551,Cliente_551,Empresa,Norte,Antofagasta
552,Cliente_552,Retail,Norte,Iquique
553,Cliente_553,Empresa,Norte,Iquique
554,Cliente_554,Empresa,Sur,Concepcion
555,Cliente_555,Empresa,Sur,Concepcion
556,Cliente_556,Retail,Norte,Iquique
557,Cliente_557,Empresa,Sur,Concepcion
558,Cliente_558,Empresa,Sur,Temuco
559,Cliente_559,Empresa,Norte,Antofagasta
560,Cliente_560,Retail,Norte,Antofagasta
561,Cliente_561,Empresa,Sur,Temuco
562,Cliente_562,Retail,Sur,Concepcion
563,Cliente_563,Retail,Sur,PuertoMontt
564,Cliente_564,Empresa,Sur,PuertoMontt
565,Cliente_565,Retail,Centro,Santiago
566,Cliente_566,Retail,Centro,Santiago
567,Cliente_567,Retail,Norte,Antofagasta
568,Cliente_568,Retail,Norte,Antofagasta
569,Cliente_569,Empresa,Norte,Arica
570,Cliente_570,Retail,Norte,Arica
571,Cliente_571,Retail,Norte,Iquique
572,Cliente_572,Retail,Centro,Santiago
573,Cliente_573,Retail,Norte,Arica
574,Cliente_574,Empresa,Norte,Iquique
575,Cliente_575,Retail,Sur,Temuco
576,Cliente_576,Empresa,Centro,Rancagua
577,Cliente_577,Empresa,Centro,Rancagua
578,Cliente_578,Retail,Sur,PuertoMontt
579,Cliente_579,Empresa,Centro,Santiago
580,Cliente_580,Empresa,Norte,Antofagasta
581,Cliente_581,Retail,Norte,Iquique
582,Cliente_582,Empresa,Norte,Antofagasta
583,Cliente_583,Empresa,Norte,Arica
584,Cliente_584,Empresa,Centro,Valparaiso
585,Cliente_585,Empresa,Sur,PuertoMontt
586,Cliente_586,Empresa,Sur,Concepcion
587,Cliente_587,Retail,Centro,Rancagua
588,Cliente_588,Empresa,Sur,Temuco
589,Cliente_589,Empresa,Sur,PuertoMontt
590,Cliente_590,Retail,Norte,Iquique
591,Cliente_591,Empresa,Sur,Concepcion
592,Cliente_592,Retail,Centro,Valparaiso
593,Cliente_593,Empresa,Norte,Iquique
594,Cliente_594,Retail,Centro,Santiago
595,Cliente_595,Empresa,Centro,Valparaiso
596,Cliente_596,Empresa,Sur,Temuco
